rand_ind,ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,log_n_killed,log_n_injured,indegree,outdegree,state_indegree,state_outdegree,prox_indegree,prox_outdegree,rand_ind_t,null_indegree,null_outdegree,state_null_indegree,state_null_outdegree,dist_null_indegree,dist_null_outdegree
886,784,2018-01-17,2000 block of 16th St SE Washington District of Columbia,0.9010913347279288,1,3,Washington,District of Columbia,-76.98217700000002,38.865327799999996,0.6931471805599453,1.3862943611198906,19,18,0,1,1,4,493,21,25,0,1,7,5
887,1089,2019-07-05,1600 block of E 67th St Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.5860926,41.77334219999999,0.0,1.791759469228055,38,23,4,7,7,8,494,19,22,2,1,2,3
888,1089,2019-07-05,600 block of Spokane St Reno Nevada,0.9010913347279288,1,3,Reno,Nevada,-119.80076129999999,39.5346977,0.6931471805599453,1.3862943611198906,37,24,0,0,4,1,494,19,22,0,0,0,2
889,1089,2019-07-05,Elton St and Belmont Ave Brooklyn New York,0.4828313737302301,0,4,Brooklyn,New York,-73.883074,40.67246420000001,0.0,1.6094379124341005,36,25,1,0,9,5,494,19,22,1,1,7,5
890,1089,2019-07-05,Maple St Boston Massachusetts,0.583773044716594,0,6,Boston,Massachusetts,-71.08613740000001,42.308337200000004,0.0,1.9459101490553128,39,22,0,0,6,0,494,19,22,0,0,1,1
891,663,2017-06-10,571 East Street Memphis Tennessee,0.4828313737302301,0,4,Memphis,Tennessee,-90.0315047,35.131364899999994,0.0,1.6094379124341005,20,31,0,1,2,4,495,22,22,1,0,1,3
892,298,2015-08-09,15200 block of Hazelridge Detroit Michigan,0.9010913347279288,1,3,Detroit,Michigan,-82.96503249999998,42.4245533,0.6931471805599453,1.3862943611198906,21,23,0,0,4,4,496,22,21,0,1,3,5
893,298,2015-08-09,40th Street and Pennsylvania Avenue Kansas City Missouri,0.4828313737302301,0,4,Kansas City,Missouri,-94.5931285,39.055054999999996,0.0,1.6094379124341005,20,24,2,0,2,0,496,22,21,1,1,2,3
894,298,2015-08-09,Poplar St Forest Mississippi,0.9010913347279288,1,3,Forest,Mississippi,-89.45666279999998,32.3706072,0.6931471805599453,1.3862943611198906,22,22,0,0,3,1,496,22,21,0,0,3,4
895,1000,2019-02-04,2341 Pennsylvania Ave SE Washington District of Columbia,0.5375278407684164,0,5,Washington,District of Columbia,-76.9717545,38.873644399999996,0.0,1.791759469228055,24,18,0,0,3,3,497,24,20,1,0,7,4
896,1000,2019-02-04,4000 block of Topeka St Baton Rouge Louisiana,0.4828313737302301,0,4,Baton Rouge,Louisiana,-91.161113,30.485635499999997,0.0,1.6094379124341005,23,19,1,1,1,5,497,24,20,1,2,3,3
897,1178,2019-11-17,5361 E Lamona Ave Fresno California,1.710379583420464,4,6,Fresno,California,-119.71561409999998,36.760905,1.6094379124341005,1.9459101490553128,20,22,3,4,2,4,498,25,19,0,1,1,1
898,1178,2019-11-17,7100 block of Lawn Ave Cleveland Ohio,0.4828313737302301,0,4,Cleveland,Ohio,-81.73372370000001,41.4761446,0.0,1.6094379124341005,19,23,1,0,3,1,498,25,19,0,1,1,3
899,1007,2019-02-17,664 E Illinois St Evansville Indiana,0.5375278407684164,0,5,Evansville,Indiana,-87.554693,37.979329,0.0,1.791759469228055,20,20,1,0,1,2,499,26,20,0,1,3,3
900,1007,2019-02-17,Tulane Ave and Elk Pl New Orleans Louisiana,1.0227308671603779,1,5,New Orleans,Louisiana,-90.0746022,29.954570299999997,0.6931471805599453,1.791759469228055,19,21,2,1,3,1,499,26,20,2,1,4,1
901,1007,2019-02-17,504 S Van Buren St Henderson Texas,1.0986122886681096,2,2,Henderson,Texas,-94.8018101,32.149473699999994,1.0986122886681098,1.0986122886681098,21,19,3,1,3,3,499,26,20,0,0,2,0
902,1002,2019-02-06,1778 Fulton St Brooklyn New York,0.9010913347279288,1,3,Brooklyn,New York,-73.9283693,40.67908,0.6931471805599453,1.3862943611198906,24,19,0,0,4,2,500,26,22,1,0,7,5
903,616,2017-03-15,2508 Pasadena Ave Metairie Louisiana,1.178350206951907,3,1,Metairie,Louisiana,-90.1766065,29.99746549999999,1.3862943611198906,0.6931471805599453,18,25,1,1,2,1,501,24,22,3,0,5,0
904,869,2018-07-01,3400 block of W Walnut Ave Chicago Illinois,0.583773044716594,0,6,Chicago,Illinois,-87.71130400000001,41.885696,0.0,1.9459101490553128,34,24,6,0,7,1,502,24,22,1,2,2,4
905,809,2018-03-12,2000 block of Robertson Rd Modesto California,0.4828313737302301,0,4,Modesto,California,-121.0234645,37.61302720000001,0.0,1.6094379124341005,17,18,0,2,0,2,503,23,22,1,0,2,0
906,394,2016-02-25,200 S Ridge Rd Hesston Kansas,1.9390215990345328,4,14,Hesston,Kansas,-97.4247848,38.135845700000004,1.6094379124341005,2.7080502011022096,26,19,0,2,1,2,504,22,22,0,0,1,1
907,258,2015-06-14,1800 block of North Kingston Tulsa Oklahoma,0.4828313737302301,0,4,Tulsa,Oklahoma,-95.91075490000001,36.180045,0.0,1.6094379124341005,26,24,1,0,1,0,505,22,20,0,0,2,0
908,258,2015-06-14,2800 block of Mitchell Street Camden New Jersey,0.9010913347279288,1,3,Camden,New Jersey,-75.08743079999998,39.9498745,0.6931471805599453,1.3862943611198906,27,23,0,0,6,10,505,22,20,0,0,5,6
909,258,2015-06-14,1400 block of North Market Street Saint Louis Missouri,0.4828313737302301,0,4,Saint Louis,Missouri,-90.19616579999999,38.6479724,0.0,1.6094379124341005,25,25,1,0,2,3,505,22,20,1,3,3,3
910,602,2017-02-18,1 block of N Conestoga Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.2297531,39.9606588,0.0,1.6094379124341005,21,18,0,1,2,3,506,24,19,0,1,5,5
911,602,2017-02-18,1000 block of Yukon St South Bend Indiana,0.9010913347279288,1,3,South Bend,Indiana,-86.2634534,41.691513799999996,0.6931471805599453,1.3862943611198906,20,19,0,1,3,6,506,24,19,1,0,4,6
912,507,2016-09-04,1020 Orange Ave NE Roanoke Virginia,1.2045716082314728,1,10,Roanoke,Virginia,-79.92274259999998,37.283793700000004,0.6931471805599453,2.3978952727983707,27,28,1,1,2,6,507,25,20,0,2,1,6
913,5,2014-01-13,800 block of Calvert St Detroit Michigan,0.4828313737302301,0,4,Detroit,Michigan,-83.09221389999998,42.3871989,0.0,1.6094379124341005,7,22,0,0,1,4,508,22,20,1,0,4,5
914,570,2016-12-23,4900 block of W Hubbard Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.7482263,41.8888521,0.0,1.6094379124341005,22,25,4,2,4,3,509,22,20,1,3,4,5
915,570,2016-12-23,3813 Richard Arrington Boulevard North Birmingham Alabama,0.9010913347279288,1,3,Birmingham,Alabama,-86.78253930000002,33.5383163,0.6931471805599453,1.3862943611198906,23,24,0,1,1,3,509,22,20,0,1,1,1
916,981,2018-12-31,4462 Denison Ave Cleveland Ohio,1.2999897393843562,3,2,Cleveland,Ohio,-81.71691690000002,41.4535107,1.3862943611198906,1.0986122886681098,14,21,1,0,1,1,510,21,20,1,0,3,2
917,128,2014-09-27,2000 block East John Avenue Saint Louis Missouri,0.5375278407684164,0,5,Saint Louis,Missouri,-90.209797,38.671681899999996,0.0,1.791759469228055,16,21,0,0,0,2,511,20,21,1,2,2,3
918,669,2017-06-18,311 N Ocean Blvd Myrtle Beach South Carolina,0.6238324625039507,0,7,Myrtle Beach,South Carolina,-78.88540440000001,33.686664799999996,0.0,2.079441541679836,23,29,0,1,0,4,512,19,18,0,0,0,1
919,669,2017-06-18,3300 block of W Crystal St Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.709434,41.903988,0.0,1.6094379124341005,24,28,2,4,2,6,512,19,18,2,2,4,4
920,669,2017-06-18,3100 block of Buena Vista Terrace SE Washington District of Columbia,0.4828313737302301,0,4,Washington,District of Columbia,-76.965653,38.8523479,0.0,1.6094379124341005,25,27,0,1,4,9,512,19,18,0,0,4,7
921,669,2017-06-18,1900 block of N 14th St Saint Louis Missouri,1.2999897393843562,3,2,Saint Louis,Missouri,-90.1941431,38.644274100000004,1.3862943611198906,1.0986122886681098,26,26,3,1,4,3,512,19,18,2,1,3,3
922,665,2017-06-13,1200 block of Bonaparte Avenue Baltimore Maryland,1.0986122886681096,2,2,Baltimore,Maryland,-76.5998065,39.315517299999996,1.0986122886681098,1.0986122886681098,22,31,0,1,3,11,513,20,16,0,0,5,6
923,665,2017-06-13,Ferguson Ave and Plymouth Ave Saint Louis (University City) Missouri,0.4828313737302301,0,4,Saint Louis (University City),Missouri,-90.309979,38.6691736,0.0,1.6094379124341005,21,32,2,2,4,3,513,20,16,3,0,3,2
924,665,2017-06-13,3300 block of Ayrdale Avenue Baltimore Maryland,0.4828313737302301,0,4,Baltimore,Maryland,-76.6816511,39.3262899,0.0,1.6094379124341005,23,30,1,0,4,10,513,20,16,0,0,6,5
925,8,2014-01-20,8509 Rixlew Ln Manassas Virginia,0.4828313737302301,0,4,Manassas,Virginia,-77.5018772,38.7724416,0.0,1.6094379124341005,11,22,1,1,2,3,514,22,17,1,1,6,5
926,453,2016-06-19,2328 Melrose Avenue Roanoke Virginia,0.4828313737302301,0,4,Roanoke,Virginia,-79.975037,37.285884,0.0,1.6094379124341005,31,33,1,1,4,6,515,22,17,2,0,5,1
927,489,2016-08-06,51 Winding Brook Drive Reading (Sinking Spring) Pennsylvania,1.2542316284596384,5,0,Reading (Sinking Spring),Pennsylvania,-76.0242765,40.3317859,1.791759469228055,0.0,22,27,0,1,3,7,516,22,17,1,0,6,3
928,750,2017-11-05,216 4th St Sutherland Springs Texas,3.245899888439669,27,20,Sutherland Springs,Texas,-98.0563429,29.2732182,3.332204510175204,3.0445224377234235,25,19,3,1,3,0,517,22,17,0,0,0,0
929,970,2018-12-09,3554 E Washington Ave Madison Wisconsin,0.4828313737302301,0,4,Madison,Wisconsin,-89.32712409999998,43.11578400000001,0.0,1.6094379124341005,17,14,0,0,0,0,518,22,17,0,0,3,4
930,933,2018-10-01,500 block of S Michigan Ave Chicago Illinois,1.0986122886681096,2,2,Chicago,Illinois,-87.6248715,41.8755216,1.0986122886681098,1.0986122886681098,19,22,2,2,4,2,519,20,17,2,3,5,4
931,834,2018-05-04,519 Hilliard St Henderson North Carolina,0.4828313737302301,0,4,Henderson,North Carolina,-78.3974162,36.3167576,0.0,1.6094379124341005,22,21,3,0,4,1,520,19,16,0,0,7,1
932,834,2018-05-04,200 block of E 23rd St Chicago Heights Illinois,0.4828313737302301,0,4,Chicago Heights,Illinois,-87.62887490000001,41.494076,0.0,1.6094379124341005,21,22,1,0,3,4,520,19,16,3,2,8,3
933,606,2017-02-22,191 Genesee St Rochester New York,0.4828313737302301,0,4,Rochester,New York,-77.63619449999999,43.1464474,0.0,1.6094379124341005,21,17,1,0,4,2,521,20,16,0,2,2,0
934,677,2017-07-03,50 block of Thorpe St Pontiac Michigan,0.9010913347279288,1,3,Pontiac,Michigan,-83.31127020000002,42.637174200000004,0.6931471805599453,1.3862943611198906,31,24,0,0,7,6,522,20,15,0,0,5,2
935,677,2017-07-03,112 US 82 Prattville Alabama,1.178350206951907,3,1,Prattville,Alabama,-86.47443109999998,32.438879,1.3862943611198906,0.6931471805599453,32,23,0,0,2,1,522,20,15,1,0,1,1
936,282,2015-07-20,E. 153rd St. and the Grand Concourse Bronx New York,0.583773044716594,0,6,Bronx,New York,-73.92566769999998,40.8230286,0.0,1.9459101490553128,33,19,1,2,7,3,523,20,16,1,1,5,2
937,135,2014-10-12,1100 block of East March Lane Stockton California,1.178350206951907,3,1,Stockton,California,-121.29292179999999,38.00124,1.3862943611198906,0.6931471805599453,19,18,2,4,1,1,524,20,16,0,3,0,1
938,135,2014-10-12,Arthur Langford Jr Place Atlanta Georgia,0.9010913347279288,1,3,Atlanta,Georgia,-84.39776390000002,33.712026200000004,0.6931471805599453,1.3862943611198906,18,19,1,2,2,3,524,20,16,0,0,1,0
939,142,2014-10-29,Yale Road and Ramill Road Memphis Tennessee,0.5375278407684164,0,5,Memphis,Tennessee,-89.927195,35.2205375,0.0,1.791759469228055,21,19,1,1,2,2,525,21,16,0,1,2,3
940,764,2017-12-06,4620 N Broadway Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.6579306,41.9658331,0.0,1.6094379124341005,19,19,0,1,4,1,526,18,17,2,1,4,1
941,74,2014-06-28,5500 Cedar Point Way Antioch California,0.6238324625039507,0,7,Antioch,California,-121.7575243,37.9570006,0.0,2.079441541679836,18,24,3,4,1,1,527,16,17,1,3,1,0
942,74,2014-06-28,Fifth Avenue and West 139th Street Manhattan New York,0.4828313737302301,0,4,Manhattan,New York,-73.93575799999998,40.8153398,0.0,1.6094379124341005,17,25,0,1,4,4,527,16,17,2,0,3,1
943,487,2016-08-04,Ayers Street and Griffith Avenue Memphis Tennessee,0.4828313737302301,0,4,Memphis,Tennessee,-90.02766869999998,35.161440999999996,0.0,1.6094379124341005,21,27,0,0,2,1,528,17,20,1,0,1,2
944,904,2018-08-19,7400 block of S Dante Ave Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.58965129999999,41.760449799999996,0.0,1.791759469228055,28,23,8,0,11,1,529,17,20,3,1,5,1
945,810,2018-03-13,South Blvd Macclenny Florida,0.4828313737302301,0,4,Macclenny,Florida,-82.11333559999998,30.2779977,0.0,1.6094379124341005,17,18,3,2,1,1,530,17,20,0,1,0,2
946,704,2017-08-14,Morrison St and Klump Ave North Hollywood California,1.0986122886681096,2,2,North Hollywood,California,-118.3757613,34.160824,1.0986122886681098,1.0986122886681098,23,20,3,2,1,1,531,17,21,2,2,0,2
947,1051,2019-05-14,1248 W 47th St Los Angeles California,0.4828313737302301,0,4,Los Angeles,California,-118.29736489999999,34.0003559,0.0,1.6094379124341005,26,36,4,4,3,2,532,17,21,3,1,1,1
948,356,2015-11-21,Stricker and School Baltimore Maryland,0.9010913347279288,1,3,Baltimore,Maryland,-76.64193379999998,39.3057902,0.6931471805599453,1.3862943611198906,15,26,0,1,3,3,533,17,21,0,0,3,4
949,160,2014-12-12,717 North Killingsworth Court Portland Oregon,0.4828313737302301,0,4,Portland,Oregon,-122.6743133,45.5620669,0.0,1.6094379124341005,20,18,0,0,0,0,534,16,22,0,0,0,0
950,253,2015-06-09,North Market Street and North Spring Avenue Saint Louis Missouri,0.9010913347279288,1,3,Saint Louis,Missouri,-90.2256286,38.6520436,0.6931471805599453,1.3862943611198906,24,23,2,1,4,1,535,16,22,0,0,2,1
951,425,2016-04-27,Pecan Drive Kilmichael Mississippi,1.178350206951907,3,1,Kilmichael,Mississippi,-89.57232619999998,33.4355942,1.3862943611198906,0.6931471805599453,29,23,0,0,5,6,536,15,21,0,0,2,5
952,425,2016-04-27,4300  Block of Kerrit Dr Baton Rouge Louisiana,1.0986122886681096,2,2,Baton Rouge,Louisiana,-91.0871866,30.490325899999995,1.0986122886681098,1.0986122886681098,30,22,0,2,1,2,536,15,21,0,2,1,2
953,494,2016-08-12,100 block of West 38th Street Jacksonville Florida,0.9010913347279288,1,3,Jacksonville,Florida,-81.65485,30.3678083,0.6931471805599453,1.3862943611198906,23,26,3,1,1,0,537,16,21,1,0,1,1
954,494,2016-08-12,10921 Estate Ln Dallas Texas,0.9010913347279288,1,3,Dallas,Texas,-96.6968549,32.8825255,0.6931471805599453,1.3862943611198906,22,27,1,1,1,0,537,16,21,0,2,0,2
955,893,2018-07-31,1212 West 135th Street Gardena California,1.184916910403644,2,3,Gardena,California,-118.2967456,33.9090466,1.0986122886681098,1.3862943611198906,25,26,2,2,1,1,538,16,23,3,1,2,0
956,650,2017-05-21,441 N Val Vista Dr Mesa Arizona,0.4828313737302301,0,4,Mesa,Arizona,-111.75196399999999,33.42386219999999,0.0,1.6094379124341005,24,20,0,0,0,0,539,16,23,0,1,0,2
957,650,2017-05-21,4300 Beaver Dr Des Moines Iowa,0.9010913347279288,1,3,Des Moines,Iowa,-93.676823,41.6412599,0.6931471805599453,1.3862943611198906,25,19,0,0,2,0,539,16,23,0,1,0,1
958,175,2015-01-04,2000 block of Ben Hur St. Dallas Texas,1.178350206951907,3,1,Dallas,Texas,-96.6110675,32.679882899999996,1.3862943611198906,0.6931471805599453,18,18,0,1,0,0,540,17,23,1,1,1,1
959,175,2015-01-04,3634 Shenandoah Ave NW Roanoke Virginia,1.2518599757979068,2,4,Roanoke,Virginia,-79.9984872,37.28096420000001,1.0986122886681098,1.6094379124341005,19,17,0,1,1,2,540,17,23,0,1,1,2
960,857,2018-06-17,325 Edgewood Ln Macon Georgia,0.9010913347279288,1,3,Macon,Georgia,-83.6359547,32.8209226,0.6931471805599453,1.3862943611198906,30,29,0,1,3,3,541,17,21,0,0,2,2
961,857,2018-06-17,2200 block of S Sacramento Ave Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.70035440000002,41.8517842,0.0,1.6094379124341005,29,30,4,6,6,7,541,17,21,1,2,1,4
962,857,2018-06-17,635 S Clinton Ave Trenton New Jersey,1.3839227084581591,1,19,Trenton,New Jersey,-74.75473749999998,40.2103327,0.6931471805599453,2.995732273553992,31,28,0,1,4,4,541,17,21,0,1,1,3
963,857,2018-06-17,3215 Queen City Dr Charlotte North Carolina,0.4828313737302301,0,4,Charlotte,North Carolina,-80.91892,35.240173,0.0,1.6094379124341005,32,27,1,1,3,1,541,17,21,0,0,2,1
964,911,2018-08-27,2600 block of W 34th Ave Pine Bluff Arkansas,0.9010913347279288,1,3,Pine Bluff,Arkansas,-92.0292132,34.194422499999995,0.6931471805599453,1.3862943611198906,20,22,0,1,2,3,542,20,21,0,0,1,0
965,525,2016-10-04,3727 Ulloa Street New Orleans Louisiana,1.2999897393843562,3,2,New Orleans,Louisiana,-90.1018231,29.9673972,1.3862943611198906,1.0986122886681098,22,20,0,0,0,2,543,20,24,1,2,2,3
966,250,2015-06-05,2100 block of Governor Nicholls Street New Orleans Louisiana,0.9010913347279288,1,3,New Orleans,Louisiana,-90.0734257,29.9704395,0.6931471805599453,1.3862943611198906,25,24,1,0,1,0,544,20,27,2,1,3,2
967,250,2015-06-05,900 block of West 3rd St Davenport Iowa,0.5375278407684164,0,5,Davenport,Iowa,-90.5859248,41.522383399999995,0.0,1.791759469228055,26,23,0,0,5,3,544,20,27,1,0,3,10
968,266,2015-06-24,2110 Madison Ave New York (Manhattan) New York,0.4828313737302301,0,4,New York (Manhattan),New York,-73.9373054,40.8107475,0.0,1.6094379124341005,23,31,2,1,7,9,545,21,29,0,0,2,1
969,1192,2019-12-10,223 Martin Luther King Dr Jersey City New Jersey,1.7780254126746864,6,3,Jersey City,New Jersey,-74.0837047,40.707067200000004,1.9459101490553128,1.3862943611198906,22,24,1,0,2,1,546,21,30,1,0,3,0
970,314,2015-09-07,9300 block of Sunrise Gary Indiana,1.2518599757979068,2,4,Gary,Indiana,-87.225583,41.597053,1.0986122886681098,1.6094379124341005,24,24,0,1,3,7,547,21,29,0,1,2,9
971,314,2015-09-07,1909 Blake Street Denver Colorado,0.4828313737302301,0,4,Denver,Colorado,-104.99549979999999,39.7537609,0.0,1.6094379124341005,23,25,0,0,0,0,547,21,29,0,1,0,1
972,958,2018-11-13,CR 1 and Defiance Draw Rd Gallup New Mexico,1.3345506928718538,4,1,Gallup,New Mexico,-108.89720109999999,35.4896623,1.6094379124341005,0.6931471805599453,17,17,0,0,1,0,548,22,29,0,0,1,2
973,874,2018-07-07,135 Granite Way Wetumpka Alabama,1.2999897393843562,3,2,Wetumpka,Alabama,-86.12233909999998,32.4714464,1.3862943611198906,1.0986122886681098,31,21,0,1,2,2,549,22,29,0,1,2,2
974,850,2018-06-03,4500 Spring Ave Dallas Texas,0.5375278407684164,0,5,Dallas,Texas,-96.742083,32.773852500000004,0.0,1.791759469228055,22,33,2,0,3,0,550,21,30,2,0,2,1
975,850,2018-06-03,1200 block of W 73rd Pl Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.6542626,41.76052620000001,0.6931471805599453,1.3862943611198906,21,34,0,8,2,9,550,21,30,1,8,3,9
976,32,2014-04-05,4300 W Wilcox Street Chicago Illinois,1.0227308671603779,1,5,Chicago,Illinois,-87.733109,41.879032,0.6931471805599453,1.791759469228055,23,17,1,4,5,5,551,21,29,2,7,4,8
977,32,2014-04-05,Orchid Street  Fairfield California,0.4828313737302301,0,4,Fairfield,California,-122.036953,38.278664,0.0,1.6094379124341005,21,19,5,1,3,0,551,21,29,1,5,0,2
978,32,2014-04-05,5400 block of W Palm Ln Phoenix Arizona,0.9010913347279288,1,3,Phoenix,Arizona,-112.17568670000001,33.469846399999994,0.6931471805599453,1.3862943611198906,22,18,0,0,0,0,551,21,29,1,1,2,1
979,1113,2019-08-10,1100 Fillmore St San Francisco California,0.4828313737302301,0,4,San Francisco,California,-122.4317277,37.77988679999999,0.0,1.6094379124341005,25,20,2,1,1,0,552,23,29,1,4,1,1
980,1113,2019-08-10,6346 Midlothian Turnpike Richmond Virginia,0.4828313737302301,0,4,Richmond,Virginia,-77.51449740000002,37.50445759999999,0.0,1.6094379124341005,26,19,1,0,6,4,552,23,29,1,0,3,1
981,658,2017-06-03,1600 Block of Union Blvd Saint Louis Missouri,1.0986122886681096,2,2,Saint Louis,Missouri,-90.2671709,38.666531,1.0986122886681098,1.0986122886681098,23,26,1,2,4,3,553,23,28,0,0,1,1
982,658,2017-06-03,3717 Tulane Ave New Orleans Louisiana,1.2999897393843562,3,2,New Orleans,Louisiana,-90.101677,29.96726180000001,1.3862943611198906,1.0986122886681098,22,27,0,1,2,1,553,23,28,2,2,2,3
983,1021,2019-03-24,2202 W McDowell Rd Phoenix Arizona,0.6238324625039507,0,7,Phoenix,Arizona,-112.1066706,33.466165000000004,0.0,2.079441541679836,19,26,1,1,1,1,554,23,27,1,0,2,0
984,1021,2019-03-24,1300 Fillmore St San Francisco California,1.0227308671603779,1,5,San Francisco,California,-122.4321368,37.781588,0.6931471805599453,1.791759469228055,20,25,2,4,2,2,554,23,27,2,3,2,0
985,996,2019-01-27,Avenue O and Warrior Rd Birmingham Alabama,0.5375278407684164,0,5,Birmingham,Alabama,-86.89173120000002,33.4932873,0.0,1.791759469228055,23,19,0,0,2,2,555,21,28,1,2,1,7
986,490,2016-08-07,100 block of South Springfield Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.72318469999998,41.8797739,0.0,1.6094379124341005,22,30,1,1,3,2,556,21,26,2,6,4,7
987,490,2016-08-07,5400 block of Sheridan Boulevard Arvada Colorado,1.0986122886681096,2,2,Arvada,Colorado,-105.0519058,39.7927739,1.0986122886681098,1.0986122886681098,23,29,0,0,0,0,556,21,26,1,0,1,0
988,490,2016-08-07,4460 Clay St Vicksburg Mississippi,0.9010913347279288,1,3,Vicksburg,Mississippi,-90.8297042,32.3436749,0.6931471805599453,1.3862943611198906,24,28,0,0,1,2,556,21,26,0,0,4,5
989,490,2016-08-07,5925 South Figueroa Street Los Angeles California,0.9010913347279288,1,3,Los Angeles,California,-118.28297009999999,33.98667470000001,0.6931471805599453,1.3862943611198906,25,27,1,3,1,1,556,21,26,3,3,0,2
990,895,2018-08-05,1 block of N Leclaire Ave Chicago Illinois,0.9680344001221916,1,4,Chicago,Illinois,-87.75262169999998,41.8803977,0.6931471805599453,1.6094379124341005,29,22,7,4,9,5,557,24,22,3,1,5,6
991,895,2018-08-05,900 block of S Karlov Ave Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.7277836,41.8699621,0.0,1.6094379124341005,28,23,6,5,8,6,557,24,22,3,1,6,5
992,895,2018-08-05,1600 block of S Avers Ave Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.7212552,41.85883070000001,0.0,1.6094379124341005,27,24,5,6,7,7,557,24,22,3,1,7,4
993,895,2018-08-05,1300 block of S Millard Ave Chicago Illinois,1.0227308671603779,1,5,Chicago,Illinois,-87.716931,41.864323,0.6931471805599453,1.791759469228055,31,20,9,2,11,3,557,24,22,3,1,8,3
994,895,2018-08-05,1300 block of W 76th St Chicago Illinois,0.6591673732008658,0,8,Chicago,Illinois,-87.65643229999998,41.756050099999996,0.0,2.19722457733622,30,21,8,3,10,4,557,24,22,3,1,9,2
995,324,2015-09-23,2900 block of Peach Street Shreveport Louisiana,0.5375278407684164,0,5,Shreveport,Louisiana,-93.8243108,32.5490993,0.0,1.791759469228055,27,21,1,1,2,0,558,27,22,1,1,2,2
996,324,2015-09-23,1300 block of Reddington Lane Norcross Georgia,0.9010913347279288,1,3,Norcross,Georgia,-84.17448499999998,33.91048789999999,0.6931471805599453,1.3862943611198906,25,23,1,2,4,3,558,27,22,0,2,2,5
997,324,2015-09-23,Dale Street and Veronica S. Shoemaker Boulevard Fort Myers Florida,0.4828313737302301,0,4,Fort Myers,Florida,-81.83997240000002,26.6429197,0.0,1.6094379124341005,26,22,2,1,2,1,558,27,22,0,0,0,0
998,788,2018-01-27,243 East 119th St Los Angeles California,0.5375278407684164,0,5,Los Angeles,California,-118.2702264,33.924875,0.0,1.791759469228055,19,17,0,0,0,0,559,29,23,4,2,1,1
999,788,2018-01-27,645 Pearl Street Bowling Green Kentucky,0.4828313737302301,0,4,Bowling Green,Kentucky,-86.45094999999998,37.0105025,0.0,1.6094379124341005,20,16,1,1,4,4,559,29,23,0,0,2,4
1000,723,2017-09-20,4300 block of 23rd Ct Gary Indiana,0.5375278407684164,0,5,Gary,Indiana,-87.39067659999998,41.575605700000004,0.0,1.791759469228055,20,21,1,0,5,2,560,30,24,1,0,9,3
1001,411,2016-03-31,6800 block of South Throop Chicago (Englewood) Illinois,0.4828313737302301,0,4,Chicago (Englewood),Illinois,-87.657037,41.770355,0.0,1.6094379124341005,20,29,2,4,3,6,561,29,25,8,2,9,2
1002,900,2018-08-14,1000 S Easton Rd Wyncote Pennsylvania,0.5375278407684164,0,5,Wyncote,Pennsylvania,-75.1692357,40.081720000000004,0.0,1.791759469228055,32,18,3,1,3,4,562,29,25,0,0,1,4
1003,1183,2019-11-24,3846 LA-29 Cottonport Louisiana,1.0986122886681096,2,2,Cottonport,Louisiana,-92.08100479999999,30.9914679,1.0986122886681098,1.0986122886681098,19,20,1,4,2,5,563,29,25,2,0,3,1
1004,1183,2019-11-24,100 block of E 11th St Los Angeles California,0.583773044716594,0,6,Los Angeles,California,-118.2581649,34.0390856,0.0,1.9459101490553128,20,19,6,1,5,1,563,29,25,5,1,2,0
1005,1183,2019-11-24,7 15th St W Birmingham Alabama,0.9680344001221916,1,4,Birmingham,Alabama,-86.86102650000002,33.499624,0.6931471805599453,1.6094379124341005,21,18,0,1,2,3,563,29,25,1,2,4,5
1006,935,2018-10-04,1813 N Riverside Dr Espanola (Española) New Mexico,0.9010913347279288,1,3,Espanola (Española),New Mexico,-106.0645293,36.0172761,0.6931471805599453,1.3862943611198906,20,22,0,0,0,0,564,30,24,0,1,0,1
1007,935,2018-10-04,Lucky St Swainsboro Georgia,0.4828313737302301,0,4,Swainsboro,Georgia,-82.341629,32.598075800000004,0.0,1.6094379124341005,21,21,0,1,1,3,564,30,24,1,1,1,2
1008,875,2018-07-08,Mount Moriah Rd and Mendenhall Rd Memphis Tennessee,0.4828313737302301,0,4,Memphis,Tennessee,-89.88540909999998,35.078693200000004,0.0,1.6094379124341005,29,23,1,2,2,2,565,29,24,0,1,4,2
1009,875,2018-07-08,565 US-80 Brandon Alabama,0.583773044716594,0,6,Brandon,Alabama,-87.847944,32.4975706,0.0,1.9459101490553128,30,22,1,0,4,3,565,29,24,2,1,6,2
