ind,ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,log_n_killed,log_n_injured,indegree,outdegree,state_indegree,state_outdegree,prox_indegree,prox_outdegree,rand_ind_t
449,280,2015-07-18,200 block of South Bancroft Street San Diego California,0.4828313737302301,0,4,San Diego,California,-117.1239213,32.7043325,0.0,1.6094379124341005,34,21,3,0,2,0,928
450,281,2015-07-19,Interstate 64 and Raliegh Street Rocky Mount North Carolina,0.4828313737302301,0,4,Rocky Mount,North Carolina,-77.8457591,35.9759061,0.0,1.6094379124341005,33,21,0,0,5,3,1149
451,281,2015-07-19,2928 W Kentucky St Louisville Kentucky,0.583773044716594,0,6,Louisville,Kentucky,-85.8023972,38.2436435,0.0,1.9459101490553128,34,20,1,0,7,2,1149
452,281,2015-07-19,100 block of North Capitol Street Suffolk Virginia,0.4828313737302301,0,4,Suffolk,Virginia,-76.5677611,36.7257222,0.0,1.6094379124341005,35,19,0,1,5,2,1149
453,282,2015-07-20,E. 153rd St. and the Grand Concourse Bronx New York,0.583773044716594,0,6,Bronx,New York,-73.92566769999998,40.8230286,0.0,1.9459101490553128,33,19,1,2,7,3,523
454,283,2015-07-21,Northwest 25th Avenue and Miami Gardens Drive Miami Gardens Florida,0.9010913347279288,1,3,Miami Gardens,Florida,-80.24339429999998,25.9410738,0.6931471805599453,1.3862943611198906,33,19,0,1,0,1,235
455,284,2015-07-22,5500 block of Old Atlanta Road Suwanee Georgia,1.2542316284596384,5,0,Suwanee,Georgia,-84.12719349999998,34.080226399999994,1.791759469228055,0.0,33,21,1,1,3,3,568
456,284,2015-07-22,Fair Ave and Ashland Ave Saint Louis Missouri,0.583773044716594,0,6,Saint Louis,Missouri,-90.2303834,38.664336,0.0,1.9459101490553128,34,20,1,2,3,3,568
457,285,2015-07-23,3141 Johnson Street Lafayette Louisiana,1.661181580682137,3,9,Lafayette,Louisiana,-92.0456135,30.2021223,1.3862943611198906,2.302585092994046,30,22,2,1,2,3,773
458,286,2015-07-24,200 block of W 29th St Erie Pennsylvania,1.3065564428360932,2,5,Erie,Pennsylvania,-80.07629399999998,42.1079559,1.0986122886681098,1.791759469228055,28,22,0,1,3,2,299
459,287,2015-07-25,500 block of N. 7th Ave Hopewell Virginia,0.4828313737302301,0,4,Hopewell,Virginia,-77.2941408,37.3058464,0.0,1.6094379124341005,27,24,1,0,3,1,162
460,288,2015-07-26,Piety and Treasure street New Orleans Louisiana,0.4828313737302301,0,4,New Orleans,Louisiana,-90.0350316,29.9887029,0.0,1.6094379124341005,26,26,2,0,2,1,857
461,288,2015-07-26,Thompson and Colorado Kansas City Missouri,1.1849169104036439,2,3,Kansas City,Missouri,-94.5202055,39.1071089,1.0986122886681098,1.3862943611198906,27,25,2,2,2,2,857
462,289,2015-07-27,900 block of Kent Street Rockford Illinois,0.5375278407684164,0,5,Rockford,Illinois,-89.10895490000001,42.26374420000001,0.0,1.791759469228055,26,25,1,3,1,3,449
463,290,2015-07-30,Brushton Avenue Pittsburgh Pennsylvania,0.4828313737302301,0,4,Pittsburgh,Pennsylvania,-79.88856729999998,40.4583162,0.0,1.6094379124341005,26,25,1,1,4,4,58
464,291,2015-08-01,5801 Shenandoah Way Orlando Florida,0.4828313737302301,0,4,Orlando,Florida,-81.307914,28.532374,0.0,1.6094379124341005,22,26,1,0,1,1,712
465,292,2015-08-02,6700 block of South Winchester Avenue Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.67255909999999,41.7720619,0.0,1.6094379124341005,21,27,2,2,3,3,793
466,292,2015-08-02,Barnard Street Savannah Georgia,0.5375278407684164,0,5,Savannah,Georgia,-81.1003681,32.0630579,0.0,1.791759469228055,22,26,1,0,2,5,793
467,292,2015-08-02,4800 block of West Kamerling Avenue Chicago Illinois,0.9680344001221916,1,4,Chicago,Illinois,-87.7460866,41.9050743,0.6931471805599453,1.6094379124341005,23,25,3,1,3,2,793
468,292,2015-08-02,2700 block of Garrison Avenue Baltimore Maryland,0.6238324625039507,0,7,Baltimore,Maryland,-76.663854,39.3500062,0.0,2.0794415416798357,24,24,0,0,5,3,793
469,292,2015-08-02,Stanley Avenue and Crescent Street Brooklyn New York,0.6907755278982137,0,9,Brooklyn,New York,-73.8675196,40.66547140000001,0.0,2.302585092994046,25,23,1,2,2,1,793
470,293,2015-08-03,98 Dwight Street Brooklyn New York,0.5375278407684164,0,5,Brooklyn,New York,-74.0094184,40.675737100000006,0.0,1.791759469228055,24,23,2,1,3,0,427
471,294,2015-08-04,2500 block of Semple Saint Louis Missouri,0.9680344001221916,1,4,Saint Louis,Missouri,-90.2690874,38.6719599,0.6931471805599453,1.6094379124341005,21,23,2,1,3,2,922
472,295,2015-08-06,1505 Garden Plaza Columbia South Carolina,0.4828313737302301,0,4,Columbia,South Carolina,-81.0133479,34.01212599999999,0.0,1.6094379124341005,19,25,0,2,2,4,1175
473,296,2015-08-07,3182 Airport Rd Barre (Berlin) Vermont,1.1266065387038702,4,0,Barre (Berlin),Vermont,-72.5564206,44.2157967,1.6094379124341005,0.0,19,25,0,0,0,0,193
474,297,2015-08-08,2211 Falling Oaks Houston Texas,1.5380572041353535,8,0,Houston,Texas,-95.4518591,29.9198307,2.19722457733622,0.0,19,25,0,2,1,1,119
475,297,2015-08-08,833 Anderson Street Blytheville Arkansas,1.2306750213283617,1,11,Blytheville,Arkansas,-89.89667940000002,35.91935520000001,0.6931471805599453,2.4849066497880004,20,24,0,0,2,1,119
476,297,2015-08-08,4908 Greenwood Dr Gastonia North Carolina,1.1849169104036439,2,3,Gastonia,North Carolina,-81.2398147,35.1924356,1.0986122886681098,1.3862943611198906,21,23,0,1,3,3,119
477,298,2015-08-09,40th Street and Pennsylvania Avenue Kansas City Missouri,0.4828313737302301,0,4,Kansas City,Missouri,-94.5931285,39.055055,0.0,1.6094379124341005,20,24,2,0,2,0,496
478,298,2015-08-09,15200 block of Hazelridge Detroit Michigan,0.9010913347279288,1,3,Detroit,Michigan,-82.96503249999998,42.4245533,0.6931471805599453,1.3862943611198906,21,23,0,0,4,4,496
479,298,2015-08-09,Poplar St Forest Mississippi,0.9010913347279288,1,3,Forest,Mississippi,-89.45666279999998,32.3706072,0.6931471805599453,1.3862943611198906,22,22,0,0,3,1,496
480,299,2015-08-10,1700 block of East 10th Street Long Beach California,0.4828313737302301,0,4,Long Beach,California,-118.170906,33.7789722,0.0,1.6094379124341005,22,22,0,3,0,1,175
481,300,2015-08-15,2868 Bamberg Road Orangeburg South Carolina,0.9010913347279288,1,3,Orangeburg,South Carolina,-80.90899979999998,33.4788256,0.6931471805599453,1.3862943611198906,22,25,1,1,3,4,279
482,300,2015-08-15,57th Street and South Normandie Avenue Los Angeles California,0.4828313737302301,0,4,Los Angeles,California,-118.3002142,33.990967100000006,0.0,1.6094379124341005,23,24,1,2,1,1,279
483,300,2015-08-15,West Prospect Avenue Pittsburgh Pennsylvania,0.9010913347279288,1,3,Pittsburgh,Pennsylvania,-80.0743212,40.4475329,0.6931471805599453,1.3862943611198906,24,23,1,0,3,2,279
484,301,2015-08-16,Highway 38N Bennettsville South Carolina,0.5375278407684164,0,5,Bennettsville,South Carolina,-79.679436,34.6084346,0.0,1.791759469228055,24,24,2,0,4,3,282
485,301,2015-08-16,5400 block of West Division Street Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.76115899999998,41.902459,0.0,1.6094379124341005,25,23,3,1,4,2,282
486,301,2015-08-16,3651 Sycamore School Rd Fort Worth Texas,0.583773044716594,0,6,Fort Worth,Texas,-97.37230799999999,32.633589,0.0,1.9459101490553128,26,22,1,2,1,1,282
487,302,2015-08-19,500 Genesee St Rochester New York,1.4532374265141534,3,4,Rochester,New York,-77.6348798,43.1402876,1.3862943611198906,1.6094379124341005,25,23,2,1,2,0,672
488,303,2015-08-20,FM 2360 Grulla (La Grulla) Texas,1.0986122886681096,2,2,Grulla (La Grulla),Texas,-98.6462155,26.2758608,1.0986122886681098,1.0986122886681098,25,23,2,1,0,0,373
489,304,2015-08-21,Mathis and Prentice Cincinnati Ohio,1.3065564428360932,2,5,Cincinnati,Ohio,-84.390824,39.159499,1.0986122886681098,1.791759469228055,25,23,0,0,2,2,72
490,304,2015-08-21,2700 block of Hinson Drive Durham North Carolina,0.6591673732008658,0,8,Durham,North Carolina,-78.87778409999999,36.0296808,0.0,2.19722457733622,26,22,1,2,4,3,72
491,305,2015-08-22,302 East Reed Street Roswell New Mexico,1.178350206951907,3,1,Roswell,New Mexico,-104.518173,33.3814315,1.3862943611198906,0.6931471805599453,26,25,0,0,0,0,573
492,305,2015-08-22,State Road 408 Orlando (Pine Hills) Florida,0.4828313737302301,0,4,Orlando (Pine Hills),Florida,-81.457679,28.5490972,0.0,1.6094379124341005,27,24,0,2,1,2,573
493,306,2015-08-23,1100 block of Kansas Avenue Modesto California,1.1090354888959124,1,7,Modesto,California,-121.0234309,37.6457703,0.6931471805599453,2.0794415416798357,23,24,2,1,0,1,202
494,307,2015-08-25,Fern Street and Olive Street New Orleans Louisiana,0.9010913347279288,1,3,New Orleans,Louisiana,-90.1111943,29.9617748,0.6931471805599453,1.3862943611198906,23,24,0,1,1,0,1187
495,308,2015-08-26,800 block of 19th Street West Palm Beach Florida,1.0986122886681096,2,2,West Palm Beach,Florida,-80.05945320000002,26.7318343,1.0986122886681098,1.0986122886681098,23,25,1,2,1,2,572
496,308,2015-08-26,3025 W. Van Buren Ave Chicago Illinois,1.0986122886681096,2,2,Chicago,Illinois,-87.70203400000004,41.875697,1.0986122886681098,1.0986122886681098,24,24,1,1,2,3,572
497,308,2015-08-26,5000 block of Drew Avenue North Minneapolis (Brooklyn Center) Minnesota,0.4828313737302301,0,4,Minneapolis (Brooklyn Center),Minnesota,-93.3270926,45.0460614,0.0,1.6094379124341005,25,23,0,3,0,3,572
498,309,2015-08-27,928 Blanco Circle Salinas California,1.0986122886681096,2,2,Salinas,California,-121.6375717,36.6544886,1.0986122886681098,1.0986122886681098,25,23,3,0,1,0,1198
499,310,2015-08-28,589 Flatbush Avenue Brooklyn New York,0.9010913347279288,1,3,Brooklyn,New York,-73.9603643,40.6591437,0.6931471805599453,1.3862943611198906,25,25,1,1,0,2,986
500,311,2015-08-29,638 ENE Loop 323 Tyler Texas,0.9010913347279288,1,3,Tyler,Texas,-95.2861793,32.3903108,0.6931471805599453,1.3862943611198906,23,27,2,0,1,2,362
501,311,2015-08-29,618 Henson Road Bristol Tennessee,1.2999897393843562,3,2,Bristol,Tennessee,-82.09429809999997,36.5756825,1.3862943611198906,1.0986122886681098,24,26,0,1,4,4,362
502,312,2015-08-30,3300 block of Sobota Circle Memphis Tennessee,0.9680344001221916,1,4,Memphis,Tennessee,-90.0489801,35.1495343,0.6931471805599453,1.6094379124341005,22,26,1,0,0,0,668
503,313,2015-09-05,1509 Ashley Street Columbia Missouri,0.4828313737302301,0,4,Columbia,Missouri,-92.3165392,38.9676204,0.0,1.6094379124341005,22,26,0,0,0,0,834
504,313,2015-09-05,5000 block of Hollywood Boulevard Las Vegas Nevada,0.9010913347279288,1,3,Las Vegas,Nevada,-115.0256325,36.1886896,0.6931471805599453,1.3862943611198906,23,25,0,0,1,0,834
505,313,2015-09-05,300 block of Pearl Street Daytona Beach Florida,0.4828313737302301,0,4,Daytona Beach,Florida,-81.0294801,29.213111600000005,0.0,1.6094379124341005,24,24,2,2,2,2,834
506,313,2015-09-05,6800 block of Fieldvale Place Charlotte North Carolina,0.9010913347279288,1,3,Charlotte,North Carolina,-80.9106417,35.16072279999999,0.6931471805599453,1.3862943611198906,25,23,1,1,4,3,834
507,314,2015-09-07,1909 Blake Street Denver Colorado,0.4828313737302301,0,4,Denver,Colorado,-104.9954998,39.7537609,0.0,1.6094379124341005,23,25,0,0,0,0,547
508,314,2015-09-07,9300 block of Sunrise Gary Indiana,1.2518599757979068,2,4,Gary,Indiana,-87.225583,41.597053,1.0986122886681098,1.6094379124341005,24,24,0,1,3,7,547
509,315,2015-09-08,56th and Green Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.68071020000002,41.7920487,0.0,1.6094379124341005,22,27,1,6,2,9,83
510,315,2015-09-08,,0.4828313737302301,0,4,Berlin,Georgia,-84.389488,33.791638,0.0,1.6094379124341005,23,26,0,2,2,3,83
511,316,2015-09-10,Channel Drive Excelsior (Greenwood) Minnesota,1.2542316284596384,5,0,Excelsior (Greenwood),Minnesota,-93.5444554,44.9079351,1.791759469228055,0.0,23,26,1,2,1,2,761
512,317,2015-09-11,1000 North Carolina Music Factory Blvd. Charlotte North Carolina,0.5375278407684164,0,5,Charlotte,North Carolina,-80.8460599,35.239118,0.0,1.791759469228055,23,26,2,0,4,1,694
513,318,2015-09-12,1200 block of 22nd Ave. N. Minneapolis Minnesota,0.9010913347279288,1,3,Minneapolis,Minnesota,-93.2956592,45.0015071,0.6931471805599453,1.3862943611198906,22,26,2,1,2,1,116
514,318,2015-09-12,1st Ave. and N. 5th St. Minneapolis Minnesota,0.583773044716594,0,6,Minneapolis,Minnesota,-93.2737554,44.98037739999999,0.0,1.9459101490553128,23,25,3,0,3,0,116
515,318,2015-09-12,36 Woodward Street Rochester New York,1.2518599757979068,2,4,Rochester,New York,-77.59934870000002,43.1644189,1.0986122886681098,1.6094379124341005,24,24,1,0,0,1,116
516,318,2015-09-12,1500 block of Clanton Street Shreveport Louisiana,0.4828313737302301,0,4,Shreveport,Louisiana,-93.7608966,32.45803239999999,0.0,1.6094379124341005,25,23,1,1,1,1,116
517,319,2015-09-13,1910 South Pine Avenue Ocala Florida,1.022730867160378,1,5,Ocala,Florida,-82.13868080000002,29.168304,0.6931471805599453,1.791759469228055,24,23,2,1,2,1,1168
518,320,2015-09-15,Irvine Turner Boulevard and West Kinney Street Newark New Jersey,0.4828313737302301,0,4,Newark,New Jersey,-74.18925809999998,40.7321149,0.0,1.6094379124341005,24,25,0,0,2,3,128
519,321,2015-09-17,500 block of W. Broadwell Street Albion Michigan,0.4828313737302301,0,4,Albion,Michigan,-84.76026089999998,42.2571959,0.0,1.6094379124341005,24,25,0,0,3,9,844
520,321,2015-09-17,36705 379th Street Geddes South Dakota,1.3621371043387192,6,0,Geddes,South Dakota,-98.6046469,43.2948084,1.9459101490553128,0.0,25,24,0,0,0,0,844
521,322,2015-09-19,3900 block of Graceland Avenue Indianapolis Indiana,0.9010913347279288,1,3,Indianapolis,Indiana,-86.16278439999998,39.8263726,0.6931471805599453,1.3862943611198906,23,25,1,1,3,10,140
522,323,2015-09-20,5700 block of South LaSalle Chicago Illinois,1.022730867160378,1,5,Chicago,Illinois,-87.63176159999998,41.8770561,0.6931471805599453,1.791759469228055,23,25,1,6,4,8,153
523,323,2015-09-20,900 Pratt St Philadelphia Pennsylvania,0.9010913347279288,1,3,Philadelphia,Pennsylvania,-75.09298179999998,40.0306976,0.6931471805599453,1.3862943611198906,24,24,0,0,2,2,153
524,323,2015-09-20,Pine and Yale Tulsa Oklahoma,0.583773044716594,0,6,Tulsa,Oklahoma,-95.9224605,36.1771008,0.0,1.9459101490553128,25,23,0,0,0,1,153
525,324,2015-09-23,1300 block of Reddington Lane Norcross Georgia,0.9010913347279288,1,3,Norcross,Georgia,-84.17448499999998,33.91048789999999,0.6931471805599453,1.3862943611198906,25,23,1,2,4,3,558
526,324,2015-09-23,Dale Street and Veronica S. Shoemaker Boulevard Fort Myers Florida,0.4828313737302301,0,4,Fort Myers,Florida,-81.83997240000002,26.6429197,0.0,1.6094379124341005,26,22,2,1,2,1,558
527,324,2015-09-23,2900 block of Peach Street Shreveport Louisiana,0.5375278407684164,0,5,Shreveport,Louisiana,-93.8243108,32.5490993,0.0,1.791759469228055,27,21,1,1,2,0,558
528,325,2015-09-24,5100 block of South Morgan Street Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.65020190000001,41.80152329999999,0.0,1.791759469228055,26,21,2,6,5,9,88
529,326,2015-09-25,1300 block of May Street Danville Illinois,0.4828313737302301,0,4,Danville,Illinois,-87.60225009999998,40.1401769,0.0,1.6094379124341005,26,21,3,5,6,8,33
530,327,2015-09-27,1700 E. 18th St. Kansas City Missouri,0.4828313737302301,0,4,Kansas City,Missouri,-94.5619258,39.091355,0.0,1.6094379124341005,23,23,0,0,1,0,1054
531,327,2015-09-27,5200 block of South Justine Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.6636807,41.7993886,0.0,1.6094379124341005,24,22,4,4,7,6,1054
532,327,2015-09-27,1140 Hill Haven Road Greenville Georgia,0.7193685818395111,0,10,Greenville,Georgia,-84.72171970000002,33.038321,0.0,2.3978952727983707,25,21,2,1,2,3,1054
533,328,2015-09-28,1921 Oakridge Dayton Ohio,0.4828313737302301,0,4,Dayton,Ohio,-84.23580340000002,39.75841390000001,0.0,1.6094379124341005,24,21,0,1,7,6,1063
534,328,2015-09-28,5300 block of South Aberdeen Street Chicago Illinois,1.1849169104036439,2,3,Chicago,Illinois,-87.65289,41.797707,1.0986122886681098,1.3862943611198906,25,20,5,3,8,5,1063
535,328,2015-09-28,300 block of West 42nd Street Chicago Illinois,1.2999897393843562,3,2,Chicago,Illinois,-87.6337728,41.8184212,1.3862943611198906,1.0986122886681098,26,19,6,2,9,3,1063
536,328,2015-09-28,1800 block of Hewitt Avenue Cincinnati (Evanston) Ohio,0.5375278407684164,0,5,Cincinnati (Evanston),Ohio,-84.4719926,39.13738970000001,0.0,1.791759469228055,27,18,1,0,6,4,1063
537,329,2015-10-01,1140 Umpqua College Rd Roseburg Oregon,2.369302218857073,10,9,Roseburg,Oregon,-123.3345596,43.2910295,2.3978952727983707,2.302585092994046,26,18,0,0,0,0,662
538,330,2015-10-02,5400 Reisterstown Road Baltimore Maryland,0.9680344001221916,1,4,Baltimore,Maryland,-76.68834709999999,39.34600070000001,0.6931471805599453,1.6094379124341005,26,18,0,1,2,2,388
539,331,2015-10-06,300 block of North Payson Street Baltimore Maryland,0.5375278407684164,0,5,Baltimore,Maryland,-76.64887159999998,39.2919467,0.0,1.791759469228055,26,18,1,0,3,1,170
540,332,2015-10-09,216 E Mountain View Dr Flagstaff Arizona,0.9010913347279288,1,3,Flagstaff,Arizona,-111.649455,35.189276,0.6931471805599453,1.3862943611198906,23,18,0,1,0,1,894
541,333,2015-10-10,2405 N Flora Peoria Illinois,0.9010913347279288,1,3,Peoria,Illinois,-89.6012307,40.71705220000001,0.6931471805599453,1.3862943611198906,23,18,6,1,7,3,801
542,333,2015-10-10,1900 block of West Boulevard Charlotte North Carolina,0.4828313737302301,0,4,Charlotte,North Carolina,-80.889749,35.214263,0.0,1.6094379124341005,24,17,0,1,1,4,801
543,333,2015-10-10,6135 Mount Moriah Road Memphis Tennessee,0.583773044716594,0,6,Memphis,Tennessee,-89.85919240000004,35.0699688,0.0,1.9459101490553128,25,16,0,1,0,2,801
544,334,2015-10-12,4731 Glenwood Road Decatur Georgia,0.4828313737302301,0,4,Decatur,Georgia,-84.2243541,33.736065100000005,0.0,1.6094379124341005,25,16,2,0,3,3,734
545,335,2015-10-17,2224 First St Fort Myers Florida,0.9680344001221916,1,4,Fort Myers,Florida,-81.8701195,26.6440355,0.6931471805599453,1.6094379124341005,24,17,1,1,1,0,237
546,335,2015-10-17,160 Easy Shopping Place Elkhart Indiana,0.4828313737302301,0,4,Elkhart,Indiana,-85.96671440000001,41.69043449999999,0.0,1.6094379124341005,25,16,1,1,10,2,237
547,336,2015-10-18,2600 block of Caffin Avenue New Orleans Louisiana,0.4828313737302301,0,4,New Orleans,Louisiana,-90.011173,29.97719600000001,0.0,1.6094379124341005,25,16,1,1,0,1,1023
548,337,2015-10-19,300 Campbell Avenue Calumet City Illinois,0.583773044716594,0,6,Calumet City,Illinois,-87.550872,41.629428,0.0,1.9459101490553128,23,16,6,0,9,2,622
549,338,2015-10-22,3500 John A. Merritt Blvd Nashville Tennessee,0.9010913347279288,1,3,Nashville,Tennessee,-86.82608959999996,36.1682498,0.6931471805599453,1.3862943611198906,21,16,1,0,4,1,778
550,339,2015-10-24,682 Dixie Ave. Bamberg South Carolina,0.4828313737302301,0,4,Bamberg,South Carolina,-81.0338983,33.3011401,0.0,1.6094379124341005,21,17,0,1,3,4,625
551,340,2015-10-25,2339 Stricklands Crossroads Road Four Oaks North Carolina,0.5375278407684164,0,5,Four Oaks,North Carolina,-78.357259,35.364437,0.0,1.791759469228055,21,17,1,0,2,0,1073
552,340,2015-10-25,4300 block of Wheeler Road SE Washington District of Columbia,0.5375278407684164,0,5,Washington,District of Columbia,-76.98794389999998,38.8326983,0.0,1.791759469228055,22,16,0,0,2,2,1073
553,340,2015-10-25,Seventh Street and Broadway Phoenix Arizona,0.9680344001221916,1,4,Phoenix,Arizona,-112.0645687,33.4067144,0.6931471805599453,1.6094379124341005,23,15,1,0,1,0,1073
554,341,2015-10-26,711 E Virginia St Evansville Indiana,0.5375278407684164,0,5,Evansville,Indiana,-87.55447609999996,37.981738,0.0,1.791759469228055,21,15,1,1,5,1,348
555,342,2015-10-27,1700 block of Southcrest Drive Fort Worth Texas,0.5375278407684164,0,5,Fort Worth,Texas,-97.345196,32.6707729,0.0,1.791759469228055,18,15,0,1,0,1,791
556,343,2015-10-28,400 block of Morgan Street Houma Louisiana,0.9010913347279288,1,3,Houma,Louisiana,-90.7305463,29.59500809999999,0.6931471805599453,1.3862943611198906,18,15,1,0,1,0,54
557,344,2015-11-02,2217 Refuge Road Pendleton South Carolina,1.1266065387038702,4,0,Pendleton,South Carolina,-82.74790019999998,34.645278999999995,1.6094379124341005,0.0,18,20,1,1,3,2,924
558,345,2015-11-03,Ella Street and Kings Road Jacksonville Florida,1.1849169104036439,2,3,Jacksonville,Florida,-81.69268690000001,30.347467,1.0986122886681098,1.3862943611198906,18,21,1,1,1,2,828
559,346,2015-11-06,1000 block of Feliz Drive Bakersfield California,0.4828313737302301,0,4,Bakersfield,California,-118.9895337,35.3505533,0.0,1.6094379124341005,18,21,0,1,0,1,962
560,347,2015-11-07,Bayaud and Bannock Denver Colorado,0.9010913347279288,1,3,Denver,Colorado,-104.9899697,39.71479779999999,0.6931471805599453,1.3862943611198906,16,22,0,1,0,1,446
561,348,2015-11-08,13859 8 Mile Road Warren Michigan,0.4828313737302301,0,4,Warren,Michigan,-82.98325190000001,42.4513095,0.0,1.6094379124341005,16,22,0,0,2,4,192
562,348,2015-11-08,4397 NW 6th Drive Des Moines Iowa,0.9010913347279288,1,3,Des Moines,Iowa,-93.6261735,41.6401802,0.6931471805599453,1.3862943611198906,17,21,0,0,0,1,192
563,349,2015-11-09,400 block of North Beville Ave Indianapolis Indiana,1.0986122886681096,2,2,Indianapolis,Indiana,-86.12304830000002,39.7728748,1.0986122886681098,1.0986122886681098,16,22,1,0,3,3,314
564,350,2015-11-13,1300 block of South Shirley Oaks Drive Jacksonville Florida,1.3345506928718538,4,1,Jacksonville,Florida,-81.606388,30.4679021,1.6094379124341005,0.6931471805599453,16,23,1,0,2,2,980
565,351,2015-11-14,1159 Main St Johnstown Pennsylvania,0.4828313737302301,0,4,Johnstown,Pennsylvania,-78.913889,40.3233542,0.0,1.6094379124341005,16,23,0,2,1,4,756
566,352,2015-11-15,5600 block of Blakemore St Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.1601797,40.0482827,0.0,1.6094379124341005,16,24,1,2,2,3,1134
567,352,2015-11-15,800 block of An County Rd 2217 Tennessee Colony Texas,1.2542316284596384,5,0,Tennessee Colony,Texas,-95.806857,31.807593,1.791759469228055,0.0,17,23,1,1,1,0,1134
568,353,2015-11-16,1460 County Rd 664 Cedar Bluff Alabama,1.178350206951907,3,1,Cedar Bluff,Alabama,-85.6846382,34.2289049,1.3862943611198906,0.6931471805599453,17,24,0,0,1,0,150
569,354,2015-11-18,California Avenue and Martin Luther King Jr. Boulevard Fresno California,0.5375278407684164,0,5,Fresno,California,-119.7998626,36.7214086,0.0,1.791759469228055,15,25,1,4,1,4,1200
570,355,2015-11-20,Prospect Drive Pittsburgh Pennsylvania,0.9010913347279288,1,3,Pittsburgh,Pennsylvania,-79.93553639999998,40.4314201,0.6931471805599453,1.3862943611198906,15,25,2,1,2,4,658
571,356,2015-11-21,Stricker and School Baltimore Maryland,0.9010913347279288,1,3,Baltimore,Maryland,-76.64193379999998,39.3057902,0.6931471805599453,1.3862943611198906,15,26,0,1,3,3,533
572,357,2015-11-22,1900 block of Gallier St New Orleans Louisiana,0.8671115273688493,0,17,New Orleans,Louisiana,-90.03715539999996,29.9747756,0.0,2.8903717578961645,15,26,0,1,0,1,748
573,357,2015-11-22,4100 block of West Roosevelt Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.7276188,41.8661269,0.0,1.6094379124341005,16,25,0,2,2,1,748
574,357,2015-11-22,Park Circle North Charleston South Carolina,0.9010913347279288,1,3,North Charleston,South Carolina,-79.98517749999998,32.8814008,0.6931471805599453,1.3862943611198906,17,24,1,1,3,4,748
575,357,2015-11-22,203 Broadway Newburgh New York,0.5375278407684164,0,5,Newburgh,New York,-74.0164156,41.5001986,0.0,1.791759469228055,18,23,0,0,2,1,748
576,357,2015-11-22,Broadway and Pike Seattle Washington,0.4828313737302301,0,4,Seattle,Washington,-122.3207916,47.6140896,0.0,1.6094379124341005,19,22,0,0,0,0,748
577,357,2015-11-22,1800 block of FM 802 Brownsville Texas,0.4828313737302301,0,4,Brownsville,Texas,-97.4272354,25.9434994,0.0,1.6094379124341005,20,21,1,0,0,0,748
578,358,2015-11-23,Morgan Avenue North Minneapolis Minnesota,0.5375278407684164,0,5,Minneapolis,Minnesota,-93.3044889,44.9878876,0.0,1.791759469228055,20,22,0,0,1,0,936
579,358,2015-11-23,90 block of S. Terrace Avenue Columbus Ohio,1.3345506928718538,4,1,Columbus,Ohio,-83.06637049999998,39.95336029999999,1.6094379124341005,0.6931471805599453,21,21,0,1,4,2,936
580,359,2015-11-24,1321 Colletta Ct Conway South Carolina,0.4828313737302301,0,4,Conway,South Carolina,-79.13968309999998,33.87066739999999,0.0,1.6094379124341005,21,21,1,0,1,3,236
581,360,2015-11-27,7900 block of Florin Road Sacramento California,1.0986122886681096,2,2,Sacramento,California,-121.4107057,38.4949095,1.0986122886681098,1.0986122886681098,21,21,1,4,1,1,385
582,360,2015-11-27,3480 Centennial Blvd Colorado Springs Colorado,1.661181580682137,3,9,Colorado Springs,Colorado,-104.8489734,38.88093509999999,1.3862943611198906,2.302585092994046,22,20,1,0,1,0,385
583,361,2015-11-29,648 E Court St Kankakee Illinois,0.5375278407684164,0,5,Kankakee,Illinois,-87.85792959999998,41.1193089,0.0,1.791759469228055,22,20,1,1,2,2,698
584,362,2015-12-02,100 block of West 33rd Street Savannah Georgia,0.9010913347279288,1,3,Savannah,Georgia,-81.10002480000001,32.0607278,0.6931471805599453,1.3862943611198906,21,20,0,1,3,3,1192
585,362,2015-12-02,1365 South Waterman Ave San Bernardino California,2.8819690229055483,16,19,San Bernardino,California,-117.2776234,34.0755639,2.8332133440562166,2.9957322735539917,22,19,2,3,1,2,1192
586,363,2015-12-06,North 108th Street and Military Road Omaha Nebraska,1.1849169104036439,2,3,Omaha,Nebraska,-96.081417,41.31758749999999,1.0986122886681098,1.3862943611198906,22,19,0,0,0,0,99
587,363,2015-12-06,Market Street Raceland Louisiana,0.9010913347279288,1,3,Raceland,Louisiana,-90.6093227,29.719339,0.6931471805599453,1.3862943611198906,23,18,1,1,1,2,99
588,364,2015-12-08,2300 block of Baltimore Avenue Cincinnati (Fairmount) Ohio,0.9010913347279288,1,3,Cincinnati (Fairmount),Ohio,-84.56146799999998,39.149724,0.6931471805599453,1.3862943611198906,23,19,1,0,2,0,872
