ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,log_n_killed,log_n_injured,indegree,outdegree,rand_ind_t,null_indegree,null_outdegree
806,2018-03-07,531 Main Street Hurtsboro Alabama,1.0986122886681096,2,2,Hurtsboro,Alabama,-85.41476429999999,32.2405078,1.0986122886681098,1.0986122886681098,1,8,687,2,5
488,2016-08-05,21600 block of Rider St Perris California,1.0986122886681096,2,2,Perris,California,-117.2853676,33.830374299999995,1.0986122886681098,1.0986122886681098,2,9,688,2,5
488,2016-08-05,70 block of Thorpe Street Pontiac Michigan,0.9010913347279288,1,3,Pontiac,Michigan,-83.31134469999998,42.63771920000001,0.6931471805599453,1.3862943611198906,3,4,688,5,0
110,2014-08-18,Main and Hyacinth streets Saint Martinville Louisiana,0.4828313737302301,0,4,Saint Martinville,Louisiana,-91.8302365,30.1167776,0.0,1.6094379124341005,10,0,689,4,2
414,2016-04-10,76th and Sheridan Milwaukee Wisconsin,0.9010913347279288,1,3,Milwaukee,Wisconsin,-88.0060965,43.1182626,0.6931471805599453,1.3862943611198906,2,2,690,8,0
414,2016-04-10,84th Street and Towne Avenue Los Angeles California,0.4828313737302301,0,4,Los Angeles,California,-118.2673289,33.9628458,0.0,1.6094379124341005,2,0,690,4,2
106,2014-08-13,New Orleans and North Rocheblave streets New Orleans Louisiana,0.4828313737302301,0,4,New Orleans,Louisiana,-90.06607969999996,29.981224800000003,0.0,1.6094379124341005,10,0,691,2,9
106,2014-08-13,Treeland Drive Clarksville Tennessee,0.4828313737302301,0,4,Clarksville,Tennessee,-87.309525,36.589879,0.0,1.6094379124341005,10,0,691,5,8
832,2018-05-01,3200 block of Saint Claude Ave New Orleans Louisiana,0.5375278407684164,0,5,New Orleans,Louisiana,-90.04238889999998,29.9669553,0.0,1.791759469228055,6,5,692,10,0
24,2014-03-08,1600 block of First Street Richmond California,0.9010913347279288,1,3,Richmond,California,-122.368475,37.956275,0.6931471805599453,1.3862943611198906,9,7,693,10,0
24,2014-03-08,4900 West Race Ave Chicago Illinois,0.583773044716594,0,6,Chicago,Illinois,-87.74830899999998,41.890715,0.0,1.9459101490553128,9,5,693,8,5
317,2015-09-11,1000 North Carolina Music Factory Blvd. Charlotte North Carolina,0.5375278407684164,0,5,Charlotte,North Carolina,-80.8460599,35.239118,0.0,1.791759469228055,7,3,694,0,6
682,2017-07-09,500 block of Sturgeon Rd Lawrenceville Virginia,0.6238324625039507,0,7,Lawrenceville,Virginia,-77.77063050000002,36.81203710000001,0.0,2.0794415416798357,7,6,695,9,0
265,2015-06-22,700 block of East Hilton Street Philadelphia Pennsylvania,0.6238324625039507,0,7,Philadelphia,Pennsylvania,-75.11717300000002,39.9973727,0.0,2.0794415416798357,4,9,696,5,6
814,2018-03-29,7401 Alma Dr Plano Texas,0.9010913347279288,1,3,Plano,Texas,-96.7124491,33.077371500000005,0.6931471805599453,1.3862943611198906,2,3,697,0,9
814,2018-03-29,Kaighn Ave and Haddon Ave Camden New Jersey,0.4828313737302301,0,4,Camden,New Jersey,-75.10271949999998,39.9320891,0.0,1.6094379124341005,5,0,697,9,0
361,2015-11-29,648 E Court St Kankakee Illinois,0.5375278407684164,0,5,Kankakee,Illinois,-87.85792959999998,41.1193089,0.0,1.791759469228055,7,3,698,7,0
401,2016-03-07,800 block of Martin Luther King Jr. Drive Lafayette Louisiana,0.4828313737302301,0,4,Lafayette,Louisiana,-92.0248037,30.2495876,0.0,1.6094379124341005,7,0,699,4,6
401,2016-03-07,3000 block of South 36th Street Kansas City Kansas,1.2542316284596384,5,0,Kansas City,Kansas,-94.6698804,39.0475649,1.791759469228055,0.0,0,7,699,4,6
1187,2019-11-30,6500 block of E Sardis Rd Hensley Arkansas,0.5375278407684164,0,5,Hensley,Arkansas,-92.35513159999999,34.5441036,0.0,1.791759469228055,6,0,700,3,12
1184,2019-11-25,NW 29th Ave and 44th St Brownsville Florida,1.0986122886681096,2,2,Brownsville,Florida,-80.2424851,25.8152048,1.0986122886681098,1.0986122886681098,1,6,701,7,0
483,2016-07-31,Southwest 203rd Terrace and 115th Avenue Miami Florida,1.178350206951907,3,1,Miami,Florida,-80.37891599999998,25.57761,1.3862943611198906,0.6931471805599453,2,6,702,9,0
483,2016-07-31,208 E 6th St Austin Texas,0.9680344001221916,1,4,Austin,Texas,-97.74096999999999,30.267860700000004,0.6931471805599453,1.6094379124341005,6,5,702,2,7
496,2016-08-14,1600 block of Selden Avenue Norfolk Virginia,0.4828313737302301,0,4,Norfolk,Virginia,-76.2677685,36.82736679999999,0.0,1.6094379124341005,9,0,703,10,0
496,2016-08-14,1717 Plymouth Ave N Minneapolis Minnesota,0.5375278407684164,0,5,Minneapolis,Minnesota,-93.302672,44.9912473,0.0,1.791759469228055,9,4,703,3,4
1111,2019-08-07,4900 block of Plover Ave Saint Louis Missouri,1.178350206951907,3,1,Saint Louis,Missouri,-90.256312,38.69508800000001,1.3862943611198906,0.6931471805599453,5,6,704,2,4
775,2017-12-31,3404 E County Line Rd Littleton (Highlands Ranch) Colorado,1.3528016467842707,2,6,Littleton (Highlands Ranch),Colorado,-104.9489791,39.565072,1.0986122886681098,1.9459101490553128,0,7,705,2,7
775,2017-12-31,2335 Howard St Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.6890913,42.019447,0.0,1.6094379124341005,6,0,705,2,4
775,2017-12-31,635 Wall St Long Branch New Jersey,1.1266065387038702,4,0,Long Branch,New Jersey,-74.0031348,40.292499,1.6094379124341005,0.0,0,6,705,7,0
747,2017-10-29,5500 block of Ave F Austin Texas,0.9010913347279288,1,3,Austin,Texas,-97.7198499,30.3200348,0.6931471805599453,1.3862943611198906,3,7,706,1,7
154,2014-11-27,Pvt Rd 934 Georgetown Texas,1.1849169104036439,2,3,Georgetown,Texas,-97.59254399999999,30.6777088,1.0986122886681098,1.3862943611198906,2,8,707,9,0
854,2018-06-11,3220 block of Virginia Pines Ln Montgomery Alabama,0.4828313737302301,0,4,Montgomery,Alabama,-86.2413969,32.3133977,0.0,1.6094379124341005,13,0,708,5,0
854,2018-06-11,4932 Eaglesmere Dr Orlando Florida,1.4621757826276218,5,1,Orlando,Florida,-81.4654315,28.489955100000003,1.791759469228055,0.6931471805599453,0,14,708,6,0
1171,2019-11-07,1800 block of Green St Conyers Georgia,1.1849169104036439,2,3,Conyers,Georgia,-84.03409719999998,33.6737351,1.0986122886681098,1.3862943611198906,1,7,709,6,2
413,2016-04-09,Mt Moriah Road and Ridgeway Road Memphis Tennessee,0.4828313737302301,0,4,Memphis,Tennessee,-89.86334670000002,35.072354100000005,0.0,1.6094379124341005,3,0,710,0,6
413,2016-04-09,2600 block of Mesa Drive SE Albuquerque New Mexico,0.4828313737302301,0,4,Albuquerque,New Mexico,-106.6270585,35.0557984,0.0,1.6094379124341005,3,0,710,8,0
413,2016-04-09,West 15th Street and Crawford Avenue Anniston Alabama,0.4828313737302301,0,4,Anniston,Alabama,-85.8501035,33.6636468,0.0,1.6094379124341005,3,0,710,8,0
218,2015-03-23,900 block of Carpenter Street Clarksville Tennessee,0.9680344001221916,1,4,Clarksville,Tennessee,-87.34878619999998,36.5367213,0.6931471805599453,1.6094379124341005,4,7,711,5,1
291,2015-08-01,5801 Shenandoah Way Orlando Florida,0.4828313737302301,0,4,Orlando,Florida,-81.307914,28.532374,0.0,1.6094379124341005,4,0,712,4,3
607,2017-02-25,1564 Niles Cortland Rd SE Warren Ohio,1.1849169104036439,2,3,Warren,Ohio,-80.74105820000003,41.2209559,1.0986122886681098,1.3862943611198906,1,8,713,4,5
607,2017-02-25,3604 Moncrief Rd Jacksonville Florida,0.9680344001221916,1,4,Jacksonville,Florida,-81.67649420000002,30.3602912,0.6931471805599453,1.6094379124341005,2,6,713,3,5
597,2017-02-09,3150 Robinson Road Jackson Mississippi,1.1266065387038702,4,0,Jackson,Mississippi,-90.2397385,32.3066483,1.6094379124341005,0.0,0,10,714,5,3
1095,2019-07-14,4600 block of W Erie St Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.74139459999998,41.8925255,0.0,1.6094379124341005,9,0,715,9,3
234,2015-05-04,100 block of Roosevelt Avenue Buffalo New York,0.9010913347279288,1,3,Buffalo,New York,-78.8098426,42.9340055,0.6931471805599453,1.3862943611198906,7,7,716,0,12
790,2018-01-31,Goodfellow Blvd and Dr Martin Luther King Dr Saint Louis Missouri,0.4828313737302301,0,4,Saint Louis,Missouri,-90.2793779,38.6720756,0.0,1.6094379124341005,6,0,717,3,5
219,2015-03-24,3100 block of North Harding Street Indianapolis Indiana,1.1266065387038702,4,0,Indianapolis,Indiana,-86.18712149999998,39.8110785,1.6094379124341005,0.0,1,9,718,0,12
1070,2019-06-11,6900 Block of Damascus Rd Savannah Georgia,1.0986122886681096,2,2,Savannah,Georgia,-81.0727251,32.0044661,1.0986122886681098,1.0986122886681098,2,9,719,4,7
1070,2019-06-11,12500 block of E Kansas Pl Aurora Colorado,0.4828313737302301,0,4,Aurora,Colorado,-104.8424588,39.6943775,0.0,1.6094379124341005,9,0,719,6,0
727,2017-09-28,2001 N Rocheblave St New Orleans Louisiana,0.9010913347279288,1,3,New Orleans,Louisiana,-90.06478680000002,29.9814899,0.6931471805599453,1.3862943611198906,5,3,720,3,11
562,2016-12-02,3 1st Ave Bloomfield New Jersey,0.583773044716594,0,6,Bloomfield,New Jersey,-74.1888347,40.7700508,0.0,1.9459101490553128,6,5,721,6,0
652,2017-05-27,2871 Lee Dr Bogue Chitto Mississippi,1.7460013583033371,8,1,Bogue Chitto,Mississippi,-90.46051369999999,31.4123608,2.19722457733622,0.6931471805599453,0,10,722,3,11
652,2017-05-27,100 block of Q St NW Washington District of Columbia,1.1090354888959124,1,7,Washington,District of Columbia,-77.0121588,38.9111209,0.6931471805599453,2.0794415416798357,1,7,722,7,0
652,2017-05-27,318 W 14th St New York (Manhattan) New York,0.4828313737302301,0,4,New York (Manhattan),New York,-74.00364559999998,40.7399867,0.0,1.6094379124341005,7,0,722,4,9
772,2017-12-24,1111 Mulberry Street Vicksburg Mississippi,0.5375278407684164,0,5,Vicksburg,Mississippi,-90.8828689,32.351697200000004,0.0,1.791759469228055,3,1,723,3,6
772,2017-12-24,100 block of Chapman St Troy Alabama,0.9680344001221916,1,4,Troy,Alabama,-85.96004359999998,31.809006300000004,0.6931471805599453,1.6094379124341005,0,5,723,4,3
78,2014-07-04,1722 Thurgood Street Norfolk Virginia,0.5375278407684164,0,5,Norfolk,Virginia,-76.26257620000001,36.826021,0.0,1.791759469228055,6,3,724,0,22
735,2017-10-10,25th St and Treat Ave San Francisco California,0.4828313737302301,0,4,San Francisco,California,-122.4128627,37.7509769,0.0,1.6094379124341005,5,0,725,1,21
1052,2019-05-15,100 block of St. Rose Ave Saint Rose Louisiana,0.4828313737302301,0,4,Saint Rose,Louisiana,-90.3167828,29.9458519,0.0,1.6094379124341005,4,0,726,8,0
156,2014-11-29,348 S Orange Ave Newark New Jersey,0.9010913347279288,1,3,Newark,New Jersey,-74.1999791,40.7398271,0.6931471805599453,1.3862943611198906,4,6,727,0,7
156,2014-11-29,1600 block of Richmond Avenue Atlanta Georgia,1.2999897393843562,3,2,Atlanta,Georgia,-84.3798407,33.710001899999995,1.3862943611198906,1.0986122886681098,2,8,727,5,3
1067,2019-06-07,8220 TX-71 Austin Texas,0.5375278407684164,0,5,Austin,Texas,-97.8863259,30.2475924,0.0,1.791759469228055,7,4,728,8,0
932,2018-09-30,1300 E Palmer St Compton California,0.9010913347279288,1,3,Compton,California,-118.2093725,33.8980777,0.6931471805599453,1.3862943611198906,5,6,729,6,3
567,2016-12-12,4800 block of Myrtle Avenue Sacramento California,0.9010913347279288,1,3,Sacramento,California,-121.35276090000002,38.6530874,0.6931471805599453,1.3862943611198906,3,5,730,8,0
920,2018-09-11,10600 block of S Bensley Avenue Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.56335039999998,41.7025894,0.0,1.6094379124341005,8,0,731,3,6
45,2014-05-03,2201 Moore Rd Jonesboro Arkansas,1.6094379124341005,4,4,Jonesboro,Arkansas,-90.6155684,35.81834310000001,1.6094379124341005,1.6094379124341005,0,10,732,2,6
612,2017-03-04,23rd and Bellview Topeka Kansas,0.9680344001221916,1,4,Topeka,Kansas,-95.644968,39.02610900000001,0.6931471805599453,1.6094379124341005,1,2,733,3,5
612,2017-03-04,2500 block of 33rd St Sacramento California,0.4828313737302301,0,4,Sacramento,California,-121.4697831,38.5554271,0.0,1.6094379124341005,5,0,733,1,8
334,2015-10-12,4731 Glenwood Road Decatur Georgia,0.4828313737302301,0,4,Decatur,Georgia,-84.2243541,33.736065100000005,0.0,1.6094379124341005,9,0,734,6,3
628,2017-04-06,2000 block of Tulip St Lake Charles Louisiana,0.9010913347279288,1,3,Lake Charles,Louisiana,-93.193029,30.2112,0.6931471805599453,1.3862943611198906,9,10,735,9,0
1122,2019-08-22,851 Bush River Rd Columbia South Carolina,1.0986122886681096,2,2,Columbia,South Carolina,-81.10036319999998,34.0304199,1.0986122886681098,1.0986122886681098,2,12,736,0,11
1122,2019-08-22,300 block of West Fifth St Los Angeles California,0.4828313737302301,0,4,Los Angeles,California,-118.2510087,34.0480568,0.0,1.6094379124341005,5,0,736,6,0
530,2016-10-15,7801 East State St Rockford Illinois,1.022730867160378,1,5,Rockford,Illinois,-88.96278009999996,42.2699348,0.6931471805599453,1.791759469228055,3,4,737,6,0
530,2016-10-15,1800 block of St Stephens Road Mobile Alabama,0.5375278407684164,0,5,Mobile,Alabama,-88.0786828,30.702997600000003,0.0,1.791759469228055,4,1,737,6,0
530,2016-10-15,2918 Rimpau Blvd Los Angeles California,1.8720785336402703,4,11,Los Angeles,California,-118.3507829,34.027134000000004,1.6094379124341005,2.4849066497880004,0,7,737,6,0
679,2017-07-05,Jefferson Street and West St. Julian Street Savannah Georgia,0.4828313737302301,0,4,Savannah,Georgia,-81.0949588,32.08082460000001,0.0,1.6094379124341005,8,0,738,0,8
679,2017-07-05,11000 block of S Eberhart Chicago (Roseland) Illinois,1.0986122886681096,2,2,Chicago (Roseland),Illinois,-87.61125179999998,41.69450820000001,1.0986122886681098,1.0986122886681098,2,10,738,6,0
679,2017-07-05,300 block of Russell Rd Madison Maine,1.3345506928718538,4,1,Madison,Maine,-69.7461775,44.7819036,1.6094379124341005,0.6931471805599453,1,11,738,0,7
569,2016-12-17,4115 N. Tryon Street Charlotte North Carolina,0.4828313737302301,0,4,Charlotte,North Carolina,-80.7965217,35.2579791,0.0,1.6094379124341005,7,0,739,6,0
569,2016-12-17,100 block of W 105th St Chicago (Roseland) Illinois,1.2542316284596384,5,0,Chicago (Roseland),Illinois,-87.625945,41.7035033,1.791759469228055,0.0,1,11,739,4,6
99,2014-08-03,3403 FM 1960 Humble Texas,0.6238324625039507,0,7,Humble,Texas,-95.2662184,30.004894,0.0,2.0794415416798357,8,5,740,3,9
99,2014-08-03,14458 Rixeyville Rd Culpeper Virginia,1.2542316284596384,5,0,Culpeper,Virginia,-77.991824,38.500222,1.791759469228055,0.0,1,11,740,10,0
99,2014-08-03,5200 block of Thekla  Saint Louis Missouri,0.5375278407684164,0,5,Saint Louis,Missouri,-90.2433765,38.69043920000001,0.0,1.791759469228055,9,2,740,6,5
99,2014-08-03,East 9th Street and Bridge Street Columbia Tennessee,0.5375278407684164,0,5,Columbia,Tennessee,-87.02980749999998,35.61170200000001,0.0,1.791759469228055,9,2,740,4,11
476,2016-07-22,300 block of North Wildwood Avenue Kankakee Illinois,0.5375278407684164,0,5,Kankakee,Illinois,-87.8535311,41.1219016,0.0,1.791759469228055,5,3,741,6,0
37,2014-04-12,2100 block of Pauger Street New Orleans Louisiana,0.9010913347279288,1,3,New Orleans,Louisiana,-90.0607641,29.9715019,0.6931471805599453,1.3862943611198906,3,4,742,6,0
855,2018-06-12,W 166th St and  Summit Ave Bronx New York,0.4828313737302301,0,4,Bronx,New York,-73.92869990000001,40.8359021,0.0,1.6094379124341005,13,0,743,6,0
684,2017-07-18,3000 block of N 39th St Milwaukee Wisconsin,0.4828313737302301,0,4,Milwaukee,Wisconsin,-87.9620936,43.0733843,0.0,1.6094379124341005,7,0,744,4,5
684,2017-07-18,Hewitt St and Division St Trenton New Jersey,0.9010913347279288,1,3,Trenton,New Jersey,-74.74373100000003,40.208135,0.6931471805599453,1.3862943611198906,4,3,744,6,0
684,2017-07-18,NW Grand Ave and W Thunderbird Rd El Mirage Arizona,0.4828313737302301,0,4,El Mirage,Arizona,-112.314245,33.610460100000005,0.0,1.6094379124341005,7,0,744,6,0
931,2018-09-29,1700 block of 24th St Orlando Florida,0.9680344001221916,1,4,Orlando,Florida,-81.40340690000002,28.51679600000001,0.6931471805599453,1.6094379124341005,3,7,745,0,8
469,2016-07-14,900 block of Moeller Avenue Akron Ohio,0.9010913347279288,1,3,Akron,Ohio,-81.54492490000001,41.0692133,0.6931471805599453,1.3862943611198906,7,8,746,7,0
469,2016-07-14,1600 block of 7th Street Oakland California,0.4828313737302301,0,4,Oakland,California,-122.2982278,37.8062786,0.0,1.6094379124341005,10,0,746,12,0
469,2016-07-14,400 block of Pecan Avenue Crosby Texas,1.178350206951907,3,1,Crosby,Texas,-95.0662297,29.8723599,1.3862943611198906,0.6931471805599453,5,9,746,2,5
758,2017-11-18,3600 block of Emerson Avenue North Minneapolis Minnesota,0.4828313737302301,0,4,Minneapolis,Minnesota,-93.293968,45.02048900000001,0.0,1.6094379124341005,9,0,747,2,5
357,2015-11-22,Broadway and Pike Seattle Washington,0.4828313737302301,0,4,Seattle,Washington,-122.3207916,47.6140896,0.0,1.6094379124341005,5,0,748,2,3
357,2015-11-22,203 Broadway Newburgh New York,0.5375278407684164,0,5,Newburgh,New York,-74.0164156,41.5001986,0.0,1.791759469228055,4,1,748,1,11
357,2015-11-22,Park Circle North Charleston South Carolina,0.9010913347279288,1,3,North Charleston,South Carolina,-79.98517749999998,32.8814008,0.6931471805599453,1.3862943611198906,2,3,748,5,6
357,2015-11-22,1800 block of FM 802 Brownsville Texas,0.4828313737302301,0,4,Brownsville,Texas,-97.4272354,25.9434994,0.0,1.6094379124341005,5,0,748,5,8
357,2015-11-22,4100 block of West Roosevelt Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.7276188,41.8661269,0.0,1.6094379124341005,5,0,748,1,7
357,2015-11-22,1900 block of Gallier St New Orleans Louisiana,0.8671115273688493,0,17,New Orleans,Louisiana,-90.03715539999996,29.9747756,0.0,2.8903717578961645,4,3,748,0,8
554,2016-11-23,928 Cross Road Olive Branch Mississippi,0.4828313737302301,0,4,Olive Branch,Mississippi,-89.82953149999999,34.9617604,0.0,1.6094379124341005,7,0,749,7,4
369,2015-12-20,11th and Castle Street Wilmington North Carolina,0.9680344001221916,1,4,Wilmington,North Carolina,-77.9345553,34.2288726,0.6931471805599453,1.6094379124341005,1,6,750,4,0
369,2015-12-20,NE 167th St and NE 6th Ave North Miami Beach Florida,0.4828313737302301,0,4,North Miami Beach,Florida,-80.1882389,25.9285197,0.0,1.6094379124341005,7,0,750,6,0
262,2015-06-19,80 River Street Woonsocket Rhode Island,0.4828313737302301,0,4,Woonsocket,Rhode Island,-71.51770379999998,42.0003849,0.0,1.6094379124341005,6,0,751,4,8
768,2017-12-15,13041 Jouett Street Pacoima California,0.5375278407684164,0,5,Pacoima,California,-118.4172002,34.265919,0.0,1.791759469228055,3,3,752,4,9
969,2018-12-08,801 S Inglewood Ave Inglewood California,0.5375278407684164,0,5,Inglewood,California,-118.3617976,33.95342360000001,0.0,1.791759469228055,4,2,753,2,6
969,2018-12-08,89-25 130th St Corona (Queens) New York,0.5375278407684164,0,5,Corona (Queens),New York,-73.82063199999997,40.6991544,0.0,1.791759469228055,4,2,753,8,0
1006,2019-02-16,1214 Foxhill Dr Clinton Mississippi,1.2542316284596384,5,0,Clinton,Mississippi,-90.3194259,32.3524829,1.791759469228055,0.0,1,10,754,3,6
1128,2019-08-31,8250 TX 191 Odessa Texas,2.491473353239737,8,23,Odessa,Texas,-102.28465959999998,31.9246372,2.19722457733622,3.1780538303479458,0,13,755,2,7
1128,2019-08-31,7100 block of S Paulina St Chicago Illinois,1.1849169104036439,2,3,Chicago,Illinois,-87.6662547,41.7648761,1.0986122886681098,1.3862943611198906,2,12,755,6,0
1128,2019-08-31,600 block of N Market St Frederick Maryland,0.4828313737302301,0,4,Frederick,Maryland,-77.40965829999998,39.4217379,0.0,1.6094379124341005,10,0,755,10,0
1128,2019-08-31,900 block of N Monroe St Baltimore Maryland,0.4828313737302301,0,4,Baltimore,Maryland,-76.64773509999998,39.2990954,0.0,1.6094379124341005,10,0,755,8,0
1128,2019-08-31,336 Maplewood Rd Moncks Corner South Carolina,0.4828313737302301,0,4,Moncks Corner,South Carolina,-80.0384188,33.15632,0.0,1.6094379124341005,10,0,755,8,0
1128,2019-08-31,4600 block of 4th St Philadelphia Pennsylvania,1.0986122886681096,2,2,Philadelphia,Pennsylvania,-75.13201099999998,40.02087020000001,1.0986122886681098,1.0986122886681098,2,8,755,2,3
1128,2019-08-31,10035 Dabney Dr Charlotte North Carolina,0.9010913347279288,1,3,Charlotte,North Carolina,-80.71797099999998,35.31195800000001,0.6931471805599453,1.3862943611198906,3,6,755,5,4
351,2015-11-14,1159 Main St Johnstown Pennsylvania,0.4828313737302301,0,4,Johnstown,Pennsylvania,-78.913889,40.3233542,0.0,1.6094379124341005,5,0,756,8,0
635,2017-04-21,2500 block of Vernon Dr Palm Bay Florida,1.0986122886681096,2,2,Palm Bay,Florida,-80.59473709999997,28.058280100000005,1.0986122886681098,1.0986122886681098,3,11,757,7,0
1132,2019-09-07,Brittney Lane Whiteville North Carolina,1.178350206951907,3,1,Whiteville,North Carolina,-78.68504420000002,34.2481902,1.3862943611198906,0.6931471805599453,3,9,758,4,2
114,2014-08-29,820 Peach St Brooksville Florida,1.178350206951907,3,1,Brooksville,Florida,-82.39088679999998,28.5459012,1.3862943611198906,0.6931471805599453,1,7,759,9,0
846,2018-05-25,1000 block of Ross Avenue Cincinnati Ohio,0.4828313737302301,0,4,Cincinnati,Ohio,-84.57500739999998,39.112994,0.0,1.6094379124341005,6,0,760,5,3
316,2015-09-10,Channel Drive Excelsior (Greenwood) Minnesota,1.2542316284596384,5,0,Excelsior (Greenwood),Minnesota,-93.5444554,44.9079351,1.791759469228055,0.0,1,9,761,4,6
1078,2019-06-22,2400 block of Moore St Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.18530200000002,39.9300578,0.0,1.6094379124341005,9,0,762,6,2
1078,2019-06-22,800 block of N Port St Baltimore Maryland,0.9680344001221916,1,4,Baltimore,Maryland,-76.58326819999998,39.3001719,0.6931471805599453,1.6094379124341005,3,17,762,6,5
1078,2019-06-22,1st St and E Pembroke Ave Hampton Virginia,0.4828313737302301,0,4,Hampton,Virginia,-76.30382589999998,37.0408796,0.0,1.6094379124341005,9,0,762,1,9
118,2014-09-04,2400 block of Martin Luther King Boulevard Flint Michigan,0.5375278407684164,0,5,Flint,Michigan,-83.70411299999998,43.03842420000001,0.0,1.791759469228055,7,2,763,3,6
1147,2019-10-03,S Olson Ave Marshall Missouri,0.9010913347279288,1,3,Marshall,Missouri,-93.1935543,39.1084679,0.6931471805599453,1.3862943611198906,4,5,764,7,0
1147,2019-10-03,700 South Foushee St Roxboro North Carolina,0.9010913347279288,1,3,Roxboro,North Carolina,-78.9848027,36.38335060000001,0.6931471805599453,1.3862943611198906,4,5,764,0,8
17,2014-02-15,Sahara and Maryland  Las Vegas Nevada,0.5375278407684164,0,5,Las Vegas,Nevada,-115.1371011,36.1443428,0.0,1.791759469228055,5,2,765,8,11
477,2016-07-23,202 Childers Drive Bastrop Texas,1.3345506928718538,4,1,Bastrop,Texas,-97.3288507,30.102819300000004,1.6094379124341005,0.6931471805599453,1,10,766,3,3
477,2016-07-23,3630 Ashley Phosphate Road North Charleston South Carolina,0.4828313737302301,0,4,North Charleston,South Carolina,-80.0846833,32.9256053,0.0,1.6094379124341005,8,0,766,6,4
477,2016-07-23,3400 block of Beekman St Cincinnati Ohio,1.0986122886681096,2,2,Cincinnati,Ohio,-84.551194,39.14911470000001,1.0986122886681098,1.0986122886681098,2,6,766,9,0
477,2016-07-23,Fountain Avenue Brooklyn New York,0.4828313737302301,0,4,Brooklyn,New York,-73.87126190000002,40.66608009999999,0.0,1.6094379124341005,8,0,766,2,9
556,2016-11-25,Magnolia St and Felicity St New Orleans Louisiana,0.4828313737302301,0,4,New Orleans,Louisiana,-90.08645,29.944205,0.0,1.6094379124341005,6,0,767,2,8
860,2018-06-20,2300 block of West Hatch Road Modesto California,0.5375278407684164,0,5,Modesto,California,-121.0307211,37.6073273,0.0,1.791759469228055,8,8,768,0,7
1087,2019-07-03,5507 Everhart Manor Ln Katy Texas,1.1849169104036439,2,3,Katy,Texas,-95.7969688,29.7177492,1.0986122886681098,1.3862943611198906,0,16,769,8,0
461,2016-06-29,6100 block of West Lake Mead Boulevard Las Vegas Nevada,1.2542316284596384,5,0,Las Vegas,Nevada,-115.2239542,36.19577930000001,1.791759469228055,0.0,2,13,770,6,6
1094,2019-07-13,7900 block of S Loomis Blvd Chicago Illinois,0.9680344001221916,1,4,Chicago,Illinois,-87.65858349999998,41.7504168,0.6931471805599453,1.6094379124341005,2,8,771,7,5
1094,2019-07-13,5433 Lansdowne Ave Philadelphia Pennsylvania,0.6238324625039507,0,7,Philadelphia,Pennsylvania,-75.23122430000002,39.9773826,0.0,2.0794415416798357,5,4,771,4,9
108,2014-08-16,122 Pierpont Avenue Salt Lake City Utah,0.583773044716594,0,6,Salt Lake City,Utah,-111.89493229999998,40.7640947,0.0,1.9459101490553128,7,5,772,6,0
108,2014-08-16,West 3rd Street and Monroe Avenue Plainfield New Jersey,0.9010913347279288,1,3,Plainfield,New Jersey,-74.4381949,40.6041741,0.6931471805599453,1.3862943611198906,3,5,772,6,0
285,2015-07-23,3141 Johnson Street Lafayette Louisiana,1.661181580682137,3,9,Lafayette,Louisiana,-92.0456135,30.2021223,1.3862943611198906,2.302585092994046,0,7,773,8,0
200,2015-02-23,Sheridan Road Daytona Beach Florida,0.4828313737302301,0,4,Daytona Beach,Florida,-81.0459662,29.208337300000004,0.0,1.6094379124341005,6,0,774,0,11
1039,2019-04-27,16934 Chabad Way Poway California,0.9010913347279288,1,3,Poway,California,-117.0531582,33.0191414,0.6931471805599453,1.3862943611198906,1,7,775,4,0
1039,2019-04-27,700 N San Fernando Rd Los Angeles California,0.583773044716594,0,6,Los Angeles,California,-118.22639270000002,34.089504600000005,0.0,1.9459101490553128,3,5,775,11,3
1039,2019-04-27,700 block of Monterey St Jackson Mississippi,0.9010913347279288,1,3,Jackson,Mississippi,-90.22716559999999,32.2763824,0.6931471805599453,1.3862943611198906,1,7,775,13,0
148,2014-11-18,Englestad Street North Las Vegas Nevada,0.4828313737302301,0,4,North Las Vegas,Nevada,-115.1473473,36.2100351,0.0,1.6094379124341005,6,0,776,2,11
151,2014-11-22,Clifton Avenue and Rice Street Springfield Ohio,0.9010913347279288,1,3,Springfield,Ohio,-83.8077328,39.9095886,0.6931471805599453,1.3862943611198906,2,5,777,2,11
151,2014-11-22,Fourth Avenue Sisseton South Dakota,1.3345506928718538,4,1,Sisseton,South Dakota,-97.0457522,45.6637619,1.6094379124341005,0.6931471805599453,0,9,777,2,11
151,2014-11-22,1443 E 92nd St Cleveland Ohio,1.3345506928718538,4,1,Cleveland,Ohio,-81.6231379,41.51689,1.6094379124341005,0.6931471805599453,0,9,777,5,0
338,2015-10-22,3500 John A. Merritt Blvd Nashville Tennessee,0.9010913347279288,1,3,Nashville,Tennessee,-86.82608959999996,36.1682498,0.6931471805599453,1.3862943611198906,1,5,778,4,11
