ind,ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,log_n_killed,log_n_injured
1150,669,2017-06-18,311 N Ocean Blvd Myrtle Beach South Carolina,0.6238324625039507,0,7,Myrtle Beach,South Carolina,-78.88540440000001,33.6866648,0.0,2.0794415416798357
1151,669,2017-06-18,3300 block of W Crystal St Chicago Illinois,0.48283137373023005,0,4,Chicago,Illinois,-87.709434,41.903988,0.0,1.6094379124341003
1152,669,2017-06-18,3100 block of Buena Vista Terrace SE Washington District of Columbia,0.48283137373023005,0,4,Washington,District of Columbia,-76.965653,38.8523479,0.0,1.6094379124341003
1153,669,2017-06-18,1900 block of N 14th St Saint Louis Missouri,1.2999897393843562,3,2,Saint Louis,Missouri,-90.1941431,38.6442741,1.3862943611198906,1.0986122886681098
1154,670,2017-06-22,1100 block of Osborne Street Atlanta Georgia,1.0689760711085556,1,6,Atlanta,Georgia,-84.42392389999998,33.7041658,0.6931471805599453,1.9459101490553132
1155,671,2017-06-24,Pastoral Lane Willingboro New Jersey,0.48283137373023005,0,4,Willingboro,New Jersey,-74.8974525,40.0330352,0.0,1.6094379124341003
1156,671,2017-06-24,114th St and Manhattan Ave New York (Manhattan) New York,0.5375278407684164,0,5,New York (Manhattan),New York,-73.9577813,40.8037381,0.0,1.791759469228055
1157,671,2017-06-24,2335 NW 16th Ct Fort Lauderdale Florida,0.9680344001221917,1,4,Fort Lauderdale,Florida,-80.1733167,26.1468961,0.6931471805599453,1.6094379124341003
1158,672,2017-06-25,5000 block of Thekla Ave Saint Louis Missouri,0.9010913347279288,1,3,Saint Louis,Missouri,-90.2420027,38.6885454,0.6931471805599453,1.3862943611198906
1159,672,2017-06-25,5900 block of Southern Ave SE Washington District of Columbia,0.48283137373023005,0,4,Washington,District of Columbia,-76.9149252,38.88862039999999,0.0,1.6094379124341003
1160,673,2017-06-27,200 block of S Lotus Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.76191209999998,41.8780929,0.0,1.791759469228055
1161,674,2017-06-30,1650 Grand Concourse Bronx New York,1.3528016467842707,2,6,Bronx,New York,-73.9110798,40.8434675,1.0986122886681098,1.9459101490553132
1162,675,2017-07-01,3200 Humboldt Ave Oakland California,0.48283137373023005,0,4,Oakland,California,-122.2067575,37.7920597,0.0,1.6094379124341003
1163,675,2017-07-01,Lincoln Park and Pennsylvania Avenue Newark New Jersey,1.0986122886681096,2,2,Newark,New Jersey,-74.1796367,40.7258888,1.0986122886681098,1.0986122886681098
1164,675,2017-07-01,2727 S 13000 Rd E Momence Illinois,0.48283137373023005,0,4,Momence,Illinois,-87.6198026,41.08524120000001,0.0,1.6094379124341003
1165,675,2017-07-01,220 W 6th St Little Rock Arkansas,0.9774289614064446,0,25,Little Rock,Arkansas,-92.2732619,34.743509499999995,0.0,3.258096538021482
1166,676,2017-07-02,SC 72 Bypass Greenwood South Carolina,0.48283137373023005,0,4,Greenwood,South Carolina,-82.14636329999998,34.2087578,0.0,1.6094379124341003
1167,676,2017-07-02,Wilkinson Avenue Jersey City New Jersey,0.48283137373023005,0,4,Jersey City,New Jersey,-74.080444,40.7063283,0.0,1.6094379124341003
1168,677,2017-07-03,50 block of Thorpe St Pontiac Michigan,0.9010913347279288,1,3,Pontiac,Michigan,-83.31127020000002,42.6371742,0.6931471805599453,1.3862943611198906
1169,677,2017-07-03,112 US 82 Prattville Alabama,1.178350206951907,3,1,Prattville,Alabama,-86.47443109999998,32.438879,1.3862943611198906,0.6931471805599453
1170,678,2017-07-04,105 E South St Raleigh North Carolina,0.9010913347279288,1,3,Raleigh,North Carolina,-78.6379676,35.7724084,0.6931471805599453,1.3862943611198906
1171,678,2017-07-04,500 block of Patterson Ave Hampton Virginia,0.9680344001221917,1,4,Hampton,Virginia,-76.3606308,37.0325392,0.6931471805599453,1.6094379124341003
1172,678,2017-07-04,501 W Lancaster Rd Orlando (Pine Castle) Florida,0.48283137373023005,0,4,Orlando (Pine Castle),Florida,-81.3828292,28.4656126,0.0,1.6094379124341003
1173,679,2017-07-05,300 block of Russell Rd Madison Maine,1.3345506928718538,4,1,Madison,Maine,-69.7461775,44.7819036,1.6094379124341003,0.6931471805599453
1174,679,2017-07-05,11000 block of S Eberhart Chicago (Roseland) Illinois,1.0986122886681096,2,2,Chicago (Roseland),Illinois,-87.61125179999998,41.69450820000001,1.0986122886681098,1.0986122886681098
1175,679,2017-07-05,Jefferson Street and West St. Julian Street Savannah Georgia,0.48283137373023005,0,4,Savannah,Georgia,-81.0949588,32.08082460000001,0.0,1.6094379124341003
1176,680,2017-07-06,Eighth Ave Meridian Mississippi,0.48283137373023005,0,4,Meridian,Mississippi,-88.6865333,32.3817211,0.0,1.6094379124341003
1177,681,2017-07-08,9917 Capstan Dr Cincinnati Ohio,1.1443703995928276,1,8,Cincinnati,Ohio,-84.5966016,39.2540291,0.6931471805599453,2.1972245773362196
1178,681,2017-07-08,700 block of Oakwood Ave Alton Illinois,0.48283137373023005,0,4,Alton,Illinois,-90.1725446,38.9178269,0.0,1.6094379124341003
1179,682,2017-07-09,500 block of Sturgeon Rd Lawrenceville Virginia,0.6238324625039507,0,7,Lawrenceville,Virginia,-77.77063050000002,36.81203710000001,0.0,2.0794415416798357
1180,683,2017-07-15,12200 block of S Throop St Chicago Illinois,0.48283137373023005,0,4,Chicago,Illinois,-87.6541632,41.6720048,0.0,1.6094379124341003
1181,683,2017-07-15,21st and Fitzwater Philadelphia Pennsylvania,0.9010913347279288,1,3,Philadelphia,Pennsylvania,-75.17737559999998,39.9432388,0.6931471805599453,1.3862943611198906
1182,684,2017-07-18,NW Grand Ave and W Thunderbird Rd El Mirage Arizona,0.48283137373023005,0,4,El Mirage,Arizona,-112.314245,33.610460100000005,0.0,1.6094379124341003
1183,684,2017-07-18,Hewitt St and Division St Trenton New Jersey,0.9010913347279288,1,3,Trenton,New Jersey,-74.74373100000003,40.208135,0.6931471805599453,1.3862943611198906
1184,684,2017-07-18,3000 block of N 39th St Milwaukee Wisconsin,0.48283137373023005,0,4,Milwaukee,Wisconsin,-87.9620936,43.0733843,0.0,1.6094379124341003
1185,685,2017-07-19,Imperial Hwy and Broadway Los Angeles California,0.9010913347279288,1,3,Los Angeles,California,-118.27844650000002,33.931006,0.6931471805599453,1.3862943611198906
1186,685,2017-07-19,2300 block of Bethel St Richmond Virginia,0.5375278407684164,0,5,Richmond,Virginia,-77.4185708,37.5551184,0.0,1.791759469228055
1187,686,2017-07-22,130 E Clifton Ave Cincinnati Ohio,0.5375278407684164,0,5,Cincinnati,Ohio,-84.51421059999998,39.1159489,0.0,1.791759469228055
1188,687,2017-07-23,10360 Ave H Baton Rouge Louisiana,0.48283137373023005,0,4,Baton Rouge,Louisiana,-91.1969557,30.5384819,0.0,1.6094379124341003
1189,687,2017-07-23,1500 block of East 82nd St Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.58818570000004,41.7459773,0.6931471805599453,1.3862943611198906
1190,688,2017-07-25,1040 Golfair Boulevard Jacksonville Florida,0.9010913347279288,1,3,Jacksonville,Florida,-81.6702158,30.3645442,0.6931471805599453,1.3862943611198906
1191,689,2017-07-26,2111 E. Green Drive High Point North Carolina,1.0689760711085556,1,6,High Point,North Carolina,-79.98083620000001,35.9532518,0.6931471805599453,1.9459101490553132
1192,690,2017-07-27,2000 block of E 71st St Chicago Illinois,0.9680344001221917,1,4,Chicago,Illinois,-87.57586889999996,41.7664443,0.6931471805599453,1.6094379124341003
1193,691,2017-07-28,400 block of N Washington St Wilmington Delaware,0.48283137373023005,0,4,Wilmington,Delaware,-75.55526789999998,39.742038,0.0,1.6094379124341003
1194,692,2017-07-29,115 W Fisher St Salisbury North Carolina,1.1849169104036439,2,3,Salisbury,North Carolina,-80.47168429999998,35.6668114,1.0986122886681098,1.3862943611198906
1195,692,2017-07-29,200 block of Carl St Buffalo New York,0.9680344001221917,1,4,Buffalo,New York,-78.828214,42.920097,0.6931471805599453,1.6094379124341003
1196,693,2017-07-30,1810 George Dieter Dr El Paso Texas,0.9010913347279288,1,3,El Paso,Texas,-106.3010844,31.7655228,0.6931471805599453,1.3862943611198906
1197,693,2017-07-30,1500 block of Azalea Garden Rd Norfolk Virginia,1.022730867160378,1,5,Norfolk,Virginia,-76.2345381,36.8671762,0.6931471805599453,1.791759469228055
1198,694,2017-07-31,Jasper St and Main St Decatur Illinois,0.48283137373023005,0,4,Decatur,Illinois,-88.9404161,39.84177,0.0,1.6094379124341003
1199,695,2017-08-01,Mariposa St and A St Fresno California,0.6238324625039507,0,7,Fresno,California,-119.8011313,36.72781970000001,0.0,2.0794415416798357
1200,695,2017-08-01,8000 Block of Lateral C Rd Toppenish Washington,0.583773044716594,0,6,Toppenish,Washington,-120.5230681,46.36072,0.0,1.9459101490553132
1201,695,2017-08-01,800 block of N Monticello Ave Chicago Illinois,0.48283137373023005,0,4,Chicago,Illinois,-87.71752339999998,41.8954421,0.0,1.6094379124341003
1202,696,2017-08-02,900 block of N Broadway Baltimore Maryland,0.48283137373023005,0,4,Baltimore,Maryland,-76.59475390000001,39.3005881,0.0,1.6094379124341003
1203,697,2017-08-03,3426 18th St NE Washington District of Columbia,0.9010913347279288,1,3,Washington,District of Columbia,-76.9800126,38.9327371,0.6931471805599453,1.3862943611198906
1204,698,2017-08-04,200 block of North Helen Street Lodge Grass Montana,1.2999897393843562,3,2,Lodge Grass,Montana,-107.3650843,45.31156240000001,1.3862943611198906,1.0986122886681098
1205,699,2017-08-05,1939 W Tennessee St Tallahassee Florida,0.9010913347279288,1,3,Tallahassee,Florida,-84.3161753,30.448443,0.6931471805599453,1.3862943611198906
1206,699,2017-08-05,300 block of Ellis St Allendale South Carolina,0.9010913347279288,1,3,Allendale,South Carolina,-81.2960586,33.0020886,0.6931471805599453,1.3862943611198906
1207,699,2017-08-05,900 block of Brook Road Lakewood New Jersey,0.48283137373023005,0,4,Lakewood,New Jersey,-74.18904429999998,40.1012059,0.0,1.6094379124341003
1208,700,2017-08-06,1000 block of 106th Avenue Oakland California,0.6238324625039507,0,7,Oakland,California,-122.1720107,37.735796,0.0,2.0794415416798357
1209,700,2017-08-06,Unionport Rd Bronx New York,0.48283137373023005,0,4,Bronx,New York,-73.86340340000002,40.8412549,0.0,1.6094379124341003
1210,700,2017-08-06,Wickham Ave Bronx New York,0.583773044716594,0,6,Bronx,New York,-73.8373749,40.8690765,0.0,1.9459101490553132
1211,701,2017-08-08,1 block of East 37th St Chicago Illinois,1.0689760711085556,1,6,Chicago,Illinois,-87.626407,41.8273618,0.6931471805599453,1.9459101490553132
1212,702,2017-08-12,12310 Bellefontaine Rd Saint Louis Missouri,0.9010913347279288,1,3,Saint Louis,Missouri,-90.212354,38.7965779,0.6931471805599453,1.3862943611198906
1213,703,2017-08-13,8700 block of Quay Rd Suffolk Virginia,0.48283137373023005,0,4,Suffolk,Virginia,-76.83946010000003,36.6525486,0.0,1.6094379124341003
1214,703,2017-08-13,4000 Block of Martin Luther King Jr Blvd Sacramento California,0.48283137373023005,0,4,Sacramento,California,-121.4650338,38.5383643,0.0,1.6094379124341003
1215,703,2017-08-13,39th St and Melon St Philadelphia Pennsylvania,0.5375278407684164,0,5,Philadelphia,Pennsylvania,-75.1999605,39.9648942,0.0,1.791759469228055
1216,704,2017-08-14,Morrison St and Klump Ave North Hollywood California,1.0986122886681096,2,2,North Hollywood,California,-118.3757613,34.160824,1.0986122886681098,1.0986122886681098
1217,705,2017-08-16,Merritt Ave and 15th St Wyandanch New York,0.48283137373023005,0,4,Wyandanch,New York,-73.36126,40.754364,0.0,1.6094379124341003
1218,706,2017-08-19,11143 Superior Ave Cleveland Ohio,0.9680344001221917,1,4,Cleveland,Ohio,-81.6075922,41.5226451,0.6931471805599453,1.6094379124341003
1219,707,2017-08-20,11901 S Loomis St Chicago Illinois,1.3065564428360932,2,5,Chicago,Illinois,-87.6560016,41.676843700000006,1.0986122886681098,1.791759469228055
1220,707,2017-08-20,100th St and Ave M Brooklyn New York,0.48283137373023005,0,4,Brooklyn,New York,-73.8910495,40.6386248,0.0,1.6094379124341003
1221,708,2017-08-21,262 Decatur St Memphis Tennessee,0.48283137373023005,0,4,Memphis,Tennessee,-90.02592709999998,35.1471791,0.0,1.6094379124341003
1222,708,2017-08-21,Cottage Avenue and Park Heights Avenue Baltimore Maryland,0.9010913347279288,1,3,Baltimore,Maryland,-76.657371,39.32733710000001,0.6931471805599453,1.3862943611198906
1223,708,2017-08-21,700 block of S 19th St Newark New Jersey,0.9010913347279288,1,3,Newark,New Jersey,-74.2122213,40.7324223,0.6931471805599453,1.3862943611198906
1224,708,2017-08-21,980 Fishing Creek Rd Whitakers North Carolina,1.1266065387038702,4,0,Whitakers,North Carolina,-77.8287545,36.1694133,1.6094379124341003,0.0
1225,708,2017-08-21,Fabyan Place Newark New Jersey,0.48283137373023005,0,4,Newark,New Jersey,-74.2220987,40.7154353,0.0,1.6094379124341003
1226,709,2017-08-22,300 block of N Central Ave Chicago Illinois,0.48283137373023005,0,4,Chicago,Illinois,-87.76546499999998,41.885933,0.0,1.6094379124341003
1227,710,2017-08-24,10400 block of Balmoral Dr Saint Louis Missouri,1.1266065387038702,4,0,Saint Louis,Missouri,-90.2010733,38.754081,1.6094379124341003,0.0
1228,711,2017-08-25,1600 NE 8th Ave Gainesville Florida,0.48283137373023005,0,4,Gainesville,Florida,-82.3046371,29.6592262,0.0,1.6094379124341003
1229,712,2017-08-27,1127 Chestnut St Evansville Indiana,0.9010913347279288,1,3,Evansville,Indiana,-87.5601723,37.973151,0.6931471805599453,1.3862943611198906
1230,712,2017-08-27,7760 24th St Sacramento California,0.9680344001221917,1,4,Sacramento,California,-121.481512,38.47505,0.6931471805599453,1.6094379124341003
1231,713,2017-08-28,701 N Main St Clovis New Mexico,1.2518599757979068,2,4,Clovis,New Mexico,-103.2044978,34.4051816,1.0986122886681098,1.6094379124341003
1232,714,2017-09-02,8300 block of S Hermitage Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.66709039999998,41.74276,0.6931471805599453,1.3862943611198906
1233,714,2017-09-02,8008 Watterson Trl Louisville Kentucky,0.48283137373023005,0,4,Louisville,Kentucky,-85.621938,38.180619,0.0,1.6094379124341003
1234,715,2017-09-03,10100 block of S Firmona Ave Inglewood California,1.1849169104036439,2,3,Inglewood,California,-118.3566749,33.9443865,1.0986122886681098,1.3862943611198906
1235,716,2017-09-04,1000 block of Bellwood Ave Bellwood Illinois,0.48283137373023005,0,4,Bellwood,Illinois,-87.87827680000002,41.8741981,0.0,1.6094379124341003
1236,717,2017-09-06,2700 block of Madison Chicago Illinois,0.48283137373023005,0,4,Chicago,Illinois,-87.694119,41.8813699,0.0,1.6094379124341003
1237,718,2017-09-09,Kings Bend Road Selma Alabama,0.48283137373023005,0,4,Selma,Alabama,-87.02871499999998,32.3944732,0.0,1.6094379124341003
1238,719,2017-09-10,2101 N Claiborne Ave New Orleans Louisiana,0.9010913347279288,1,3,New Orleans,Louisiana,-90.05837890000002,29.9736728,0.6931471805599453,1.3862943611198906
1239,719,2017-09-10,1712 West Spring Creek Parkway Plano Texas,1.8197537192638156,9,1,Plano,Texas,-96.7275947,33.0565114,2.302585092994046,0.6931471805599453
1240,720,2017-09-13,3100 block of N 2nd St Philadelphia Pennsylvania,0.48283137373023005,0,4,Philadelphia,Pennsylvania,-75.1332171,39.9973235,0.0,1.6094379124341003
1241,720,2017-09-13,400 block of S Duke St York Pennsylvania,0.48283137373023005,0,4,York,Pennsylvania,-76.722985,39.95736,0.0,1.6094379124341003
1242,720,2017-09-13,14626 S Jackson Rd Rockford Washington,0.9010913347279288,1,3,Rockford,Washington,-117.1966959,47.519534,0.6931471805599453,1.3862943611198906
1243,720,2017-09-13,1000 block of Morehead St Memphis Tennessee,1.022730867160378,1,5,Memphis,Tennessee,-90.02512109999998,35.1680474,0.6931471805599453,1.791759469228055
1244,721,2017-09-16,920 Lady Street Columbia South Carolina,0.6591673732008658,0,8,Columbia,South Carolina,-81.03768670000002,34.001302200000005,0.0,2.1972245773362196
1245,722,2017-09-17,300 Mistletoe St Petersburg Virginia,0.9680344001221917,1,4,Petersburg,Virginia,-77.4049063,37.21673610000001,0.6931471805599453,1.6094379124341003
1246,722,2017-09-17,5000 block of Stanton Street Detroit Michigan,0.9010913347279288,1,3,Detroit,Michigan,-83.0905192,42.3497679,0.6931471805599453,1.3862943611198906
1247,723,2017-09-20,4300 block of 23rd Ct Gary Indiana,0.5375278407684164,0,5,Gary,Indiana,-87.39067659999998,41.5756057,0.0,1.791759469228055
1248,724,2017-09-23,1164 Albany Ave Hartford Connecticut,1.0986122886681096,2,2,Hartford,Connecticut,-72.6958082,41.7821945,1.0986122886681098,1.0986122886681098
1249,724,2017-09-23,Seminary St and Jackson St Danville Illinois,0.5375278407684164,0,5,Danville,Illinois,-87.62727749999998,40.1303411,0.0,1.791759469228055
1250,724,2017-09-23,818 Real Rd Bakersfield California,0.9680344001221917,1,4,Bakersfield,California,-119.0432433,35.3657935,0.6931471805599453,1.6094379124341003
1251,725,2017-09-24,6000 block of Hoover Dr Mays Landing New Jersey,0.9010913347279288,1,3,Mays Landing,New Jersey,-74.7662728,39.4511646,0.6931471805599453,1.3862943611198906
1252,725,2017-09-24,1226 E Fayette St Syracuse New York,0.48283137373023005,0,4,Syracuse,New York,-76.1304325,43.0481311,0.0,1.6094379124341003
1253,725,2017-09-24,3890 Pin Hook Rd Antioch Tennessee,1.1443703995928276,1,8,Antioch,Tennessee,-86.58308000000002,36.0468068,0.6931471805599453,2.1972245773362196
1254,725,2017-09-24,500 block of E. Patapsco Avenue Baltimore Maryland,0.48283137373023005,0,4,Baltimore,Maryland,-76.6039184,39.2368193,0.0,1.6094379124341003
1255,726,2017-09-26,3200 block of Lyndale Ave Baltimore Maryland,1.0986122886681096,2,2,Baltimore,Maryland,-76.578385,39.31661,1.0986122886681098,1.0986122886681098
1256,726,2017-09-26,2531 Chelsea Ave Memphis Tennessee,0.48283137373023005,0,4,Memphis,Tennessee,-89.97276059999999,35.1741999,0.0,1.6094379124341003
1257,726,2017-09-26,100 block of Pastorius St Philadelphia Pennsylvania,0.9010913347279288,1,3,Philadelphia,Pennsylvania,-75.177497,40.04332700000001,0.6931471805599453,1.3862943611198906
1258,727,2017-09-28,2001 N Rocheblave St New Orleans Louisiana,0.9010913347279288,1,3,New Orleans,Louisiana,-90.06478680000002,29.9814899,0.6931471805599453,1.3862943611198906
1259,728,2017-09-30,800 block of Kerr Avenue Memphis Tennessee,0.9010913347279288,1,3,Memphis,Tennessee,-90.0358906,35.1071634,0.6931471805599453,1.3862943611198906
1260,729,2017-10-01,3950 Las Vegas Blvd S Las Vegas Nevada,4.693434158178779,59,441,Las Vegas,Nevada,-115.1763365,36.09339170000001,4.0943445622221,6.091309882077698
1261,729,2017-10-01,1000 block of Massachusetts St Lawrence Kansas,1.2999897393843562,3,2,Lawrence,Kansas,-95.235711,38.9654625,1.3862943611198906,1.0986122886681098
1262,730,2017-10-03,2051 NW 65th St Miami Florida,0.48283137373023005,0,4,Miami,Florida,-80.23101489999998,25.8338798,0.0,1.6094379124341003
1263,731,2017-10-05,400 block of W 13th Street Casa Grande Arizona,1.1266065387038702,4,0,Casa Grande,Arizona,-111.757291,32.885415,1.6094379124341003,0.0
1264,732,2017-10-06,8000 block of S Marshfield Chicago Illinois,0.5375278407684164,0,5,Chicago,Illinois,-87.66494890000001,41.748351,0.0,1.791759469228055
1265,733,2017-10-07,87th Ave and Thomas Rd Phoenix Arizona,0.48283137373023005,0,4,Phoenix,Arizona,-112.2464783,33.479751,0.0,1.6094379124341003
1266,734,2017-10-09,3352 Old Spanish Trail Houston Texas,0.5375278407684164,0,5,Houston,Texas,-95.372159,29.7011907,0.0,1.791759469228055
1267,735,2017-10-10,25th St and Treat Ave San Francisco California,0.48283137373023005,0,4,San Francisco,California,-122.4128627,37.7509769,0.0,1.6094379124341003
1268,736,2017-10-11,15497 SR 93 Pedro Ohio,1.1266065387038702,4,0,Pedro,Ohio,-82.6423305,38.7082949,1.6094379124341003,0.0
1269,737,2017-10-12,6 Asbury Ct Aliso Viejo California,1.0986122886681096,2,2,Aliso Viejo,California,-117.7357567,33.567506200000004,1.0986122886681098,1.0986122886681098
1270,738,2017-10-15,107th Ave and Camelback Rd Phoenix Arizona,0.9010913347279288,1,3,Phoenix,Arizona,-112.2900132,33.5081755,0.6931471805599453,1.3862943611198906
1271,738,2017-10-15,6233 Gulfton St Houston Texas,1.0986122886681096,2,2,Houston,Texas,-95.4915044,29.7159758,1.0986122886681098,1.0986122886681098
1272,739,2017-10-16,5th Street Meridian Mississippi,0.9010913347279288,1,3,Meridian,Mississippi,-88.71413340000002,32.361028399999995,0.6931471805599453,1.3862943611198906
1273,740,2017-10-17,181 Martense St Brooklyn New York,0.48283137373023005,0,4,Brooklyn,New York,-73.95287320000001,40.6516373,0.0,1.6094379124341003
1274,741,2017-10-18,2111 Emmorton Park Rd Edgewood Maryland,1.3862943611198906,3,3,Edgewood,Maryland,-76.30990440000002,39.4520375,1.3862943611198906,1.3862943611198906
1275,742,2017-10-21,400 Block of E Nordica St Tampa Florida,0.48283137373023005,0,4,Tampa,Florida,-82.45660769999998,27.9781718,0.0,1.6094379124341003
1276,742,2017-10-21,1200 block of W Carlas Ln Chester Pennsylvania,0.48283137373023005,0,4,Chester,Pennsylvania,-75.38260720000002,39.8470906,0.0,1.6094379124341003
1277,742,2017-10-21,1277 12th Ave S Nashville Tennessee,0.48283137373023005,0,4,Nashville,Tennessee,-86.78853000000002,36.14142700000001,0.0,1.6094379124341003
1278,742,2017-10-21,164 E Eubanks St Jacksonville Florida,0.48283137373023005,0,4,Jacksonville,Florida,-81.62233520000002,30.48471210000001,0.0,1.6094379124341003
1279,743,2017-10-22,1606 19th St Sw Lanett Alabama,1.3928610645716275,2,7,Lanett,Alabama,-85.2437375,32.8439199,1.0986122886681098,2.0794415416798357
1280,743,2017-10-22,Wethersfield Avenue and Elliott Street Hartford Connecticut,0.48283137373023005,0,4,Hartford,Connecticut,-72.673327,41.7464242,0.0,1.6094379124341003
1281,744,2017-10-23,13000 block of Anchor Village Clearlake Oaks California,1.1849169104036439,2,3,Clearlake Oaks,California,-122.6610864,39.0242052,1.0986122886681098,1.3862943611198906
1282,745,2017-10-27,1100 block of Fillmore San Francisco California,0.48283137373023005,0,4,San Francisco,California,-122.4317277,37.77988679999999,0.0,1.6094379124341003
1283,745,2017-10-27,1716 Prentice St Louisville Kentucky,0.583773044716594,0,6,Louisville,Kentucky,-85.78430139999998,38.2409351,0.0,1.9459101490553132
1284,746,2017-10-28,N Sycamore St and Franklin Petersburg Virginia,0.9010913347279288,1,3,Petersburg,Virginia,-77.4035777,37.2285381,0.6931471805599453,1.3862943611198906
1285,746,2017-10-28,1327 N Huron St Toledo Ohio,0.48283137373023005,0,4,Toledo,Ohio,-83.52203370000002,41.6618289,0.0,1.6094379124341003
1286,747,2017-10-29,5500 block of Ave F Austin Texas,0.9010913347279288,1,3,Austin,Texas,-97.7198499,30.3200348,0.6931471805599453,1.3862943611198906
1287,748,2017-11-03,27600 block of Mirmar Street Lacombe Louisiana,0.9680344001221917,1,4,Lacombe,Louisiana,-89.9421959,30.30983710000001,0.6931471805599453,1.6094379124341003
1288,748,2017-11-03,147 Roosevelt Ave Buffalo New York,0.48283137373023005,0,4,Buffalo,New York,-78.8079851,42.9336703,0.0,1.6094379124341003
1289,748,2017-11-03,E 163rd St and S Main St Gardena California,0.48283137373023005,0,4,Gardena,California,-118.275879,33.88386750000001,0.0,1.6094379124341003
1290,748,2017-11-03,10th Ave S and E 24th St Minneapolis Minnesota,0.48283137373023005,0,4,Minneapolis,Minnesota,-93.2600279,44.95912620000001,0.0,1.6094379124341003
1291,749,2017-11-04,1515 Ocean Avenue Santa Monica California,0.9010913347279288,1,3,Santa Monica,California,-118.4954743,34.0125175,0.6931471805599453,1.3862943611198906
1292,749,2017-11-04,2810 Market St Youngstown Ohio,0.48283137373023005,0,4,Youngstown,Ohio,-80.6582258,41.0710585,0.0,1.6094379124341003
1293,749,2017-11-04,N Lamar Blvd and Masterson Pass Austin Texas,0.48283137373023005,0,4,Austin,Texas,-97.6924185,30.37121,0.0,1.6094379124341003
1294,750,2017-11-05,216 4th St Sutherland Springs Texas,3.2458998884396695,27,20,Sutherland Springs,Texas,-98.0563429,29.2732182,3.332204510175204,3.044522437723423
1295,751,2017-11-09,1800 block of Ringgold Philadelphia Pennsylvania,0.48283137373023005,0,4,Philadelphia,Pennsylvania,-75.1859671,39.9301445,0.0,1.6094379124341003
1296,752,2017-11-10,193 Olive Rd Dayton (Trotwood) Ohio,0.48283137373023005,0,4,Dayton (Trotwood),Ohio,-84.2925357,39.7492184,0.0,1.6094379124341003
1297,753,2017-11-11,2835 Bragg Blvd Fayetteville North Carolina,1.022730867160378,1,5,Fayetteville,North Carolina,-78.9278076,35.0736788,0.6931471805599453,1.791759469228055
1298,753,2017-11-11,Forstall Street and Burgundy Street New Orleans Louisiana,1.022730867160378,1,5,New Orleans,Louisiana,-90.02212089999998,29.9602617,0.6931471805599453,1.791759469228055
1299,753,2017-11-11,2532 Martin Luther King Jr Blvd Dallas Texas,0.9010913347279288,1,3,Dallas,Texas,-96.77068299999999,32.7666882,0.6931471805599453,1.3862943611198906
1300,754,2017-11-12,50 Lower Alabama St Atlanta Georgia,1.0986122886681096,2,2,Atlanta,Georgia,-84.38986589999998,33.751539,1.0986122886681098,1.0986122886681098
1301,754,2017-11-12,S Calvin Ave Fresno California,0.5375278407684164,0,5,Fresno,California,-119.7342994,36.681821,0.0,1.791759469228055
1302,754,2017-11-12,4601 Melton Rd Gary Indiana,0.6238324625039507,0,7,Gary,Indiana,-87.2812842,41.5949857,0.0,2.0794415416798357
1303,755,2017-11-14,900 Block of View Dr Richmond California,1.0986122886681096,2,2,Richmond,California,-122.313528,37.977882,1.0986122886681098,1.0986122886681098
1304,755,2017-11-14,17357 Stagecoach Rd Corning California,2.13162191157718,6,12,Corning,California,-122.3930903,40.01874779999999,1.9459101490553132,2.5649493574615367
1305,756,2017-11-16,1400 block of 15th Street Columbus Georgia,0.6238324625039507,0,7,Columbus,Georgia,-84.97139179999998,32.4741814,0.0,2.0794415416798357
1306,757,2017-11-17,900 Block of Mississippi St New Iberia Louisiana,0.48283137373023005,0,4,New Iberia,Louisiana,-91.84125159999999,30.0113292,0.0,1.6094379124341003
1307,758,2017-11-18,3600 block of Emerson Avenue North Minneapolis Minnesota,0.48283137373023005,0,4,Minneapolis,Minnesota,-93.293968,45.02048900000001,0.0,1.6094379124341003
1308,759,2017-11-24,11618 Buckeye Rd Cleveland Ohio,1.022730867160378,1,5,Cleveland,Ohio,-81.60217770000001,41.48071470000001,0.6931471805599453,1.791759469228055
1309,759,2017-11-24,119 Martin Street Brookhaven Mississippi,1.0689760711085556,1,6,Brookhaven,Mississippi,-90.4406506,31.5790588,0.6931471805599453,1.9459101490553132
1310,760,2017-11-30,11000 block of Gunston Detroit Michigan,0.9680344001221917,1,4,Detroit,Michigan,-82.9936178,42.4080933,0.6931471805599453,1.6094379124341003
1311,761,2017-12-02,5200 Woodward Avenue Detroit Michigan,0.48283137373023005,0,4,Detroit,Michigan,-83.06436550000002,42.3594422,0.0,1.6094379124341003
1312,762,2017-12-03,656 Marshall Ave Memphis Tennessee,0.9010913347279288,1,3,Memphis,Tennessee,-90.0388881,35.1402364,0.6931471805599453,1.3862943611198906
1313,763,2017-12-04,7200 block of Everton St Pittsburgh Pennsylvania,1.0986122886681096,2,2,Pittsburgh,Pennsylvania,-79.89336469999998,40.4631804,1.0986122886681098,1.0986122886681098
